boundary_hit_ratio_difference,collision_agent_ratio_difference,comparison,completed_mean_difference,completed_value_mean_difference,coverage_overlap_ratio_mean_difference,detected_mean_difference,detected_to_completed_ratio_difference,detected_value_mean_difference,detection_probability,episode_length_mean_difference,first_completion_step_mean_difference,first_detection_step_mean_difference,had_completion_mean_difference,had_detection_mean_difference,knowledge_overlap_ratio_mean_difference,left_algo,left_policy_mode,local_new_observed_cells_per_decision_difference,local_sensor_revisit_ratio_difference,mean_local_coverage_ratio_mean_difference,reward_mean_difference,right_algo,right_policy_mode,scope,simultaneous_sensor_overlap_ratio_mean_difference,stay_ratio_difference,team_coverage_ratio_mean_difference,team_new_observed_cells_per_env_step_difference,tracking_progress_ratio_difference,training_seed
0.0,-0.04999999999999999,qmix_minus_shared_ddqn,-0.5,-0.75,-0.06585834698700926,0.25,-0.35714285714285715,0.5,1.0,0.0,67.5,35.666666666666664,-0.25,0.25,-0.5416666666666666,qmix_ddqn,deterministic,0.12222222222222223,-0.03222222222222226,0.045833341777324677,-1.6462187431380118,shared_ddqn,deterministic,multi,-0.11326438894081961,0.0,0.12562499195337296,0.33499999999999996,-0.003333333333333333,42
