boundary_hit_ratio_difference_ci95_high,boundary_hit_ratio_difference_ci95_low,boundary_hit_ratio_difference_mean,boundary_hit_ratio_difference_std,collision_agent_ratio_difference_ci95_high,collision_agent_ratio_difference_ci95_low,collision_agent_ratio_difference_mean,collision_agent_ratio_difference_std,comparison,completed_mean_difference_ci95_high,completed_mean_difference_ci95_low,completed_mean_difference_mean,completed_mean_difference_std,completed_value_mean_difference_ci95_high,completed_value_mean_difference_ci95_low,completed_value_mean_difference_mean,completed_value_mean_difference_std,coverage_overlap_ratio_mean_difference_ci95_high,coverage_overlap_ratio_mean_difference_ci95_low,coverage_overlap_ratio_mean_difference_mean,coverage_overlap_ratio_mean_difference_std,detected_mean_difference_ci95_high,detected_mean_difference_ci95_low,detected_mean_difference_mean,detected_mean_difference_std,detected_to_completed_ratio_difference_ci95_high,detected_to_completed_ratio_difference_ci95_low,detected_to_completed_ratio_difference_mean,detected_to_completed_ratio_difference_std,detected_value_mean_difference_ci95_high,detected_value_mean_difference_ci95_low,detected_value_mean_difference_mean,detected_value_mean_difference_std,detection_probability,episode_length_mean_difference_ci95_high,episode_length_mean_difference_ci95_low,episode_length_mean_difference_mean,episode_length_mean_difference_std,first_completion_step_mean_difference_ci95_high,first_completion_step_mean_difference_ci95_low,first_completion_step_mean_difference_mean,first_completion_step_mean_difference_std,first_detection_step_mean_difference_ci95_high,first_detection_step_mean_difference_ci95_low,first_detection_step_mean_difference_mean,first_detection_step_mean_difference_std,had_completion_mean_difference_ci95_high,had_completion_mean_difference_ci95_low,had_completion_mean_difference_mean,had_completion_mean_difference_std,had_detection_mean_difference_ci95_high,had_detection_mean_difference_ci95_low,had_detection_mean_difference_mean,had_detection_mean_difference_std,knowledge_overlap_ratio_mean_difference_ci95_high,knowledge_overlap_ratio_mean_difference_ci95_low,knowledge_overlap_ratio_mean_difference_mean,knowledge_overlap_ratio_mean_difference_std,local_new_observed_cells_per_decision_difference_ci95_high,local_new_observed_cells_per_decision_difference_ci95_low,local_new_observed_cells_per_decision_difference_mean,local_new_observed_cells_per_decision_difference_std,local_sensor_revisit_ratio_difference_ci95_high,local_sensor_revisit_ratio_difference_ci95_low,local_sensor_revisit_ratio_difference_mean,local_sensor_revisit_ratio_difference_std,mean_local_coverage_ratio_mean_difference_ci95_high,mean_local_coverage_ratio_mean_difference_ci95_low,mean_local_coverage_ratio_mean_difference_mean,mean_local_coverage_ratio_mean_difference_std,n_pairs,reward_mean_difference_ci95_high,reward_mean_difference_ci95_low,reward_mean_difference_mean,reward_mean_difference_std,scope,simultaneous_sensor_overlap_ratio_mean_difference_ci95_high,simultaneous_sensor_overlap_ratio_mean_difference_ci95_low,simultaneous_sensor_overlap_ratio_mean_difference_mean,simultaneous_sensor_overlap_ratio_mean_difference_std,stay_ratio_difference_ci95_high,stay_ratio_difference_ci95_low,stay_ratio_difference_mean,stay_ratio_difference_std,team_coverage_ratio_mean_difference_ci95_high,team_coverage_ratio_mean_difference_ci95_low,team_coverage_ratio_mean_difference_mean,team_coverage_ratio_mean_difference_std,team_new_observed_cells_per_env_step_difference_ci95_high,team_new_observed_cells_per_env_step_difference_ci95_low,team_new_observed_cells_per_env_step_difference_mean,team_new_observed_cells_per_env_step_difference_std,tracking_progress_ratio_difference_ci95_high,tracking_progress_ratio_difference_ci95_low,tracking_progress_ratio_difference_mean,tracking_progress_ratio_difference_std,training_seeds
nan,nan,0.0,0.0,nan,nan,-0.04999999999999999,0.0,qmix_minus_shared_ddqn,nan,nan,-0.5,0.0,nan,nan,-0.75,0.0,nan,nan,-0.06585834698700926,0.0,nan,nan,0.25,0.0,nan,nan,-0.35714285714285715,0.0,nan,nan,0.5,0.0,1.0,nan,nan,0.0,0.0,nan,nan,67.5,0.0,nan,nan,35.666666666666664,0.0,nan,nan,-0.25,0.0,nan,nan,0.25,0.0,nan,nan,-0.5416666666666666,0.0,nan,nan,0.12222222222222223,0.0,nan,nan,-0.03222222222222226,0.0,nan,nan,0.045833341777324677,0.0,1,nan,nan,-1.6462187431380118,0.0,multi,nan,nan,-0.11326438894081961,0.0,nan,nan,0.0,0.0,nan,nan,0.12562499195337296,0.0,nan,nan,0.33499999999999996,0.0,nan,nan,-0.003333333333333333,0.0,42
