algo,baseline,boundary_hit_ratio,collision_agent_ratio,completed_mean,completed_value_mean,coverage_overlap_ratio_mean,detected_mean,detected_to_completed_ratio,detected_value_mean,detection_probability,episode_length_mean,episodes,eval_seed_base,evaluation_policy,first_completion_step_mean,first_detection_step_mean,global_state_mode,knowledge_overlap_ratio_mean,local_new_observed_cells_per_decision,local_sensor_revisit_ratio,mean_local_coverage_ratio_mean,posterior_sampling,reward_mean,reward_part_all_targets_mean_per_env_step,reward_part_all_targets_mean_per_episode,reward_part_boundary_mean_per_env_step,reward_part_boundary_mean_per_episode,reward_part_collision_mean_per_env_step,reward_part_collision_mean_per_episode,reward_part_complete_mean_per_env_step,reward_part_complete_mean_per_episode,reward_part_detect_mean_per_env_step,reward_part_detect_mean_per_episode,reward_part_idle_stay_mean_per_env_step,reward_part_idle_stay_mean_per_episode,reward_part_new_cell_mean_per_env_step,reward_part_new_cell_mean_per_episode,reward_part_new_observed_mean_per_env_step,reward_part_new_observed_mean_per_episode,reward_part_revisit_mean_per_env_step,reward_part_revisit_mean_per_episode,reward_part_step_mean_per_env_step,reward_part_step_mean_per_episode,reward_part_track_progress_mean_per_env_step,reward_part_track_progress_mean_per_episode,reward_std,scenario_label,scope,seed,simultaneous_sensor_overlap_ratio_mean,stay_ratio,team_coverage_ratio_mean,team_new_observed_cells_per_env_step,tracking_progress_ratio
baseline_random,random,0.0,0.008888888888888889,1.5,2.0,0.32255892255892255,2.0,0.75,2.5,0.7,150.0,2,100000,random,19.5,1.5,privileged_truth,0.0,0.6433333333333333,0.7422222222222222,0.24375001341104507,none,12.333499999999987,0.0,0.0,0.0,0.0,-0.0005333333333333334,-0.08,0.06666666666666667,10.0,0.011,1.65,-0.018099999999999988,-2.714999999999998,4e-05,0.006,0.021149999999999995,3.1724999999999994,0.0,0.0,-0.014999999999999977,-2.2499999999999964,0.016999999999999998,2.55,1.8624999999999767,pdet_0p70__state_privileged,multi,999,0.049538814595135996,0.20222222222222222,0.5450000166893005,1.4333333333333333,0.012222222222222223
baseline_local_frontier,local_frontier,0.0,0.56006006006006,3.5,4.5,0.564751600121914,3.5,1.0,4.5,0.7,111.0,2,100000,heuristic,4.5,2.0,privileged_truth,0.16666666666666666,1.8273273273273274,0.5780780780780781,0.5095833390951157,none,31.74100000000005,0.02252252252252252,2.5,0.0,0.0,-0.03360360360360352,-3.72999999999999,0.1981981981981982,22.0,0.02702702702702703,3.0,0.0,0.0,5.4054054054054054e-05,0.006,0.04216216216216214,4.679999999999998,0.0,0.0,-0.014999999999999984,-1.6649999999999983,0.04459459459459459,4.949999999999999,10.554999999999957,pdet_0p70__state_privileged,multi,999,0.3269594723632034,0.021021021021021023,0.8012499809265137,2.8603603603603602,0.03153153153153153
