group,metric,early,late,raw_delta_late_minus_early,improvement_positive_is_better,last_available_seed_count
DDQN Qmix,validation_completed,0.8300000000000001,2.052222222222222,1.2222222222222219,1.2222222222222219,6
Bayesian QMIX Independent,validation_completed,0.24166666666666667,2.783888888888889,2.542222222222222,2.542222222222222,6
DDQN Qmix,validation_completed_value,1.0666666666666667,2.7116666666666664,1.6449999999999998,1.6449999999999998,6
Bayesian QMIX Independent,validation_completed_value,0.3194444444444445,3.5700000000000003,3.2505555555555556,3.2505555555555556,6
DDQN Qmix,validation_coverage,0.48063333280384546,0.7087513885398705,0.22811805573602506,0.22811805573602506,6
Bayesian QMIX Independent,validation_coverage,0.8026305548846722,0.8176680554118422,0.015037500527170011,0.015037500527170011,6
DDQN Qmix,validation_reward,2.457134999999995,19.842187777777767,17.385052777777773,17.385052777777773,6
Bayesian QMIX Independent,validation_reward,5.42430222222223,26.943512777777766,21.519210555555535,21.519210555555535,6
DDQN Qmix,validation_first_completion,61.585940454336104,43.178279781863644,-18.40766067247246,18.40766067247246,6
Bayesian QMIX Independent,validation_first_completion,45.53282051092021,26.9608101433417,-18.57201036757851,18.57201036757851,6
DDQN Qmix,validation_first_detection,24.330928759109806,16.672035511874157,-7.65889324723565,7.65889324723565,6
Bayesian QMIX Independent,validation_first_detection,11.202843975650735,11.49619849286516,0.29335451721442496,-0.29335451721442496,6
DDQN Qmix,validation_tracking_progress,0.006133010082041759,0.01690186217816847,0.01076885209612671,0.01076885209612671,6
Bayesian QMIX Independent,validation_tracking_progress,0.0016717243943067943,0.022267777834232515,0.02059605343992572,0.02059605343992572,6
DDQN Qmix,validation_stay,0.0,0.0,0.0,0.0,6
Bayesian QMIX Independent,validation_stay,0.0,0.0,0.0,0.0,6
DDQN Qmix,validation_collision,0.07112523163852869,0.07612095351798029,0.004995721879451603,-0.004995721879451603,6
Bayesian QMIX Independent,validation_collision,0.1105426582150636,0.05283804054499813,-0.05770461767006546,0.05770461767006546,6
DDQN Qmix,validation_overlap,0.30181745920964104,0.48644709812954107,0.18462963891990003,-0.18462963891990003,6
Bayesian QMIX Independent,validation_overlap,0.6346321070054525,0.5782471356762365,-0.05638497132921594,0.05638497132921594,6
DDQN Qmix,loss,0.16667689507206282,0.3773413151502609,0.2106644200781981,-0.2106644200781981,6
Bayesian QMIX Independent,loss,0.019426184732259977,0.4885706239276462,0.46914443919538623,-0.46914443919538623,6
DDQN Qmix,q_mean,6.281098908848233,7.669972048865425,1.3888731400171919,1.3888731400171919,6
Bayesian QMIX Independent,q_mean,1.8315768573019238,7.758646170298259,5.927069312996335,5.927069312996335,6
DDQN Qmix,target_mean,6.323337382740444,7.765580839580959,1.4422434568405151,1.4422434568405151,6
Bayesian QMIX Independent,target_mean,1.8329457640647888,7.901119550069173,6.068173786004384,6.068173786004384,6
DDQN Qmix,epsilon,0.3274395833333334,0.050000000000000044,-0.27743958333333335,-0.27743958333333335,6
