group,metric,early,late,raw_delta_late_minus_early,improvement_positive_is_better,last_available_seed_count
DDQN egocentrique,validation_completed,0.09361111111111109,2.0669444444444443,1.9733333333333332,1.9733333333333332,4
DDQN egocentrique,validation_completed_value,0.11638888888888889,2.681111111111111,2.564722222222222,2.564722222222222,4
DDQN egocentrique,validation_coverage,0.6351680550988142,0.6653826385591592,0.030214583460345,0.030214583460345,4
DDQN egocentrique,validation_reward,-10.649664972315241,-0.328219138854033,10.321445833461208,10.321445833461208,4
DDQN egocentrique,validation_first_completion,92.75647313517379,44.84579460876075,-47.910678526413044,47.910678526413044,4
DDQN egocentrique,validation_first_detection,22.613023489728466,20.712150221274594,-1.9008732684538714,1.9008732684538714,4
DDQN egocentrique,validation_tracking_progress,0.0018898148148148147,0.04535735238849694,0.04346753757368212,0.04346753757368212,4
DDQN egocentrique,validation_stay,0.0,0.0,0.0,0.0,4
DDQN egocentrique,loss,0.15536296468538544,0.4297560291985671,0.2743930645131817,-0.2743930645131817,4
DDQN egocentrique,q_mean,-0.03263543825596571,-6.635227892133924,-6.602592453877958,-6.602592453877958,4
DDQN egocentrique,target_mean,-0.12793276003665394,-6.510547055138482,-6.3826142951018285,-6.3826142951018285,4
DDQN egocentrique,epsilon,0.4789461111111111,0.050000000000000044,-0.42894611111111103,-0.42894611111111103,4
