episode=50 train_reward=-9.376 val_reward=-8.327 val_completed=1.000 coverage=0.550 collision=0.000 loss=0.0600
episode=100 train_reward=-8.029 val_reward=-3.280 val_completed=2.000 coverage=0.600 collision=0.000 loss=0.0162
episode=150 train_reward=-4.840 val_reward=-6.321 val_completed=2.000 coverage=0.770 collision=0.000 loss=0.0073
episode=200 train_reward=2.647 val_reward=2.238 val_completed=3.000 coverage=0.555 collision=0.058 loss=0.1020
episode=250 train_reward=10.345 val_reward=0.469 val_completed=3.000 coverage=0.800 collision=0.000 loss=0.0155
episode=300 train_reward=16.245 val_reward=19.165 val_completed=4.000 coverage=0.460 collision=0.000 loss=0.0342
episode=350 train_reward=0.691 val_reward=18.292 val_completed=4.000 coverage=0.482 collision=0.000 loss=0.0381
episode=400 train_reward=18.632 val_reward=22.945 val_completed=4.000 coverage=0.278 collision=0.000 loss=0.0294
episode=450 train_reward=18.383 val_reward=17.949 val_completed=4.000 coverage=0.678 collision=0.000 loss=0.0685
episode=500 train_reward=19.946 val_reward=22.861 val_completed=4.000 coverage=0.280 collision=0.000 loss=0.0171
episode=550 train_reward=22.779 val_reward=22.950 val_completed=4.000 coverage=0.262 collision=0.000 loss=0.0390
episode=600 train_reward=22.949 val_reward=22.950 val_completed=4.000 coverage=0.262 collision=0.000 loss=0.1520
episode=650 train_reward=16.450 val_reward=18.456 val_completed=4.000 coverage=0.723 collision=0.000 loss=0.0451
episode=700 train_reward=22.950 val_reward=22.896 val_completed=4.000 coverage=0.262 collision=0.000 loss=0.0175
episode=750 train_reward=22.908 val_reward=22.631 val_completed=4.000 coverage=0.262 collision=0.000 loss=0.0652
episode=800 train_reward=22.905 val_reward=22.844 val_completed=4.000 coverage=0.257 collision=0.000 loss=0.0222
episode=850 train_reward=22.532 val_reward=22.906 val_completed=4.000 coverage=0.260 collision=0.000 loss=0.0237
episode=900 train_reward=22.322 val_reward=22.546 val_completed=4.000 coverage=0.257 collision=0.000 loss=0.0552
episode=950 train_reward=22.895 val_reward=22.908 val_completed=4.000 coverage=0.262 collision=0.000 loss=0.0396
episode=1000 train_reward=22.918 val_reward=22.940 val_completed=4.000 coverage=0.265 collision=0.000 loss=0.0190
episode=1050 train_reward=22.120 val_reward=22.892 val_completed=4.000 coverage=0.343 collision=0.000 loss=0.1364
episode=1100 train_reward=22.715 val_reward=22.904 val_completed=4.000 coverage=0.298 collision=0.000 loss=0.0177
episode=1150 train_reward=22.603 val_reward=22.883 val_completed=4.000 coverage=0.343 collision=0.000 loss=0.0208
episode=1200 train_reward=21.709 val_reward=22.892 val_completed=4.000 coverage=0.347 collision=0.000 loss=0.0268
episode=1250 train_reward=22.880 val_reward=22.880 val_completed=4.000 coverage=0.350 collision=0.000 loss=0.0398
episode=1300 train_reward=22.895 val_reward=22.896 val_completed=4.000 coverage=0.343 collision=0.000 loss=0.0107
episode=1350 train_reward=22.923 val_reward=22.925 val_completed=4.000 coverage=0.333 collision=0.000 loss=0.0303
episode=1400 train_reward=22.881 val_reward=22.895 val_completed=4.000 coverage=0.273 collision=0.000 loss=0.0254
episode=1450 train_reward=22.925 val_reward=22.922 val_completed=4.000 coverage=0.343 collision=0.000 loss=0.0237
episode=1500 train_reward=22.880 val_reward=22.880 val_completed=4.000 coverage=0.363 collision=0.000 loss=0.0205
episode=1550 train_reward=22.281 val_reward=22.891 val_completed=4.000 coverage=0.345 collision=0.000 loss=0.0185
episode=1600 train_reward=22.909 val_reward=22.896 val_completed=4.000 coverage=0.265 collision=0.000 loss=0.0200
episode=1650 train_reward=22.901 val_reward=22.900 val_completed=4.000 coverage=0.270 collision=0.000 loss=0.0161
episode=1700 train_reward=22.901 val_reward=22.891 val_completed=4.000 coverage=0.317 collision=0.000 loss=0.1666
episode=1750 train_reward=0.503 val_reward=22.910 val_completed=4.000 coverage=0.270 collision=0.000 loss=0.1076
episode=1800 train_reward=22.886 val_reward=22.896 val_completed=4.000 coverage=0.298 collision=0.000 loss=0.0948
episode=1850 train_reward=22.911 val_reward=22.338 val_completed=4.000 coverage=0.320 collision=0.000 loss=0.0170
episode=1900 train_reward=22.897 val_reward=22.900 val_completed=4.000 coverage=0.262 collision=0.000 loss=0.0200
episode=1950 train_reward=22.905 val_reward=22.908 val_completed=4.000 coverage=0.280 collision=0.000 loss=0.0801
episode=2000 train_reward=22.925 val_reward=22.893 val_completed=4.000 coverage=0.305 collision=0.000 loss=0.0140
episode=2050 train_reward=22.429 val_reward=22.901 val_completed=4.000 coverage=0.312 collision=0.000 loss=0.0351
episode=2100 train_reward=22.939 val_reward=22.910 val_completed=4.000 coverage=0.252 collision=0.000 loss=0.0277
episode=2150 train_reward=22.890 val_reward=22.892 val_completed=4.000 coverage=0.300 collision=0.000 loss=0.0196
episode=2200 train_reward=22.893 val_reward=22.908 val_completed=4.000 coverage=0.285 collision=0.000 loss=0.0174
episode=2250 train_reward=22.917 val_reward=22.893 val_completed=4.000 coverage=0.285 collision=0.000 loss=0.0362
episode=2300 train_reward=22.315 val_reward=22.898 val_completed=4.000 coverage=0.268 collision=0.000 loss=0.0269
episode=2350 train_reward=21.972 val_reward=22.936 val_completed=4.000 coverage=0.292 collision=0.000 loss=0.0171
episode=2400 train_reward=22.910 val_reward=22.910 val_completed=4.000 coverage=0.265 collision=0.000 loss=0.1002
episode=2450 train_reward=22.896 val_reward=22.897 val_completed=4.000 coverage=0.270 collision=0.000 loss=0.0286
episode=2500 train_reward=22.880 val_reward=22.897 val_completed=4.000 coverage=0.270 collision=0.000 loss=0.0212
episode=2550 train_reward=22.895 val_reward=22.898 val_completed=4.000 coverage=0.265 collision=0.000 loss=0.0422
episode=2600 train_reward=22.898 val_reward=22.897 val_completed=4.000 coverage=0.285 collision=0.000 loss=0.0688
episode=2650 train_reward=22.891 val_reward=22.888 val_completed=4.000 coverage=0.338 collision=0.000 loss=0.0132
episode=2700 train_reward=22.939 val_reward=22.900 val_completed=4.000 coverage=0.257 collision=0.000 loss=0.0128
episode=2750 train_reward=21.019 val_reward=22.880 val_completed=4.000 coverage=0.357 collision=0.000 loss=0.0190
episode=2800 train_reward=22.898 val_reward=22.896 val_completed=4.000 coverage=0.292 collision=0.000 loss=0.0117
episode=2850 train_reward=22.939 val_reward=22.898 val_completed=4.000 coverage=0.268 collision=0.000 loss=0.0148
episode=2900 train_reward=22.939 val_reward=22.898 val_completed=4.000 coverage=0.273 collision=0.000 loss=0.0340
episode=2950 train_reward=22.898 val_reward=22.898 val_completed=4.000 coverage=0.268 collision=0.000 loss=0.0226
episode=3000 train_reward=22.898 val_reward=22.939 val_completed=4.000 coverage=0.257 collision=0.000 loss=0.0199
episode=3050 train_reward=22.898 val_reward=22.880 val_completed=4.000 coverage=0.350 collision=0.000 loss=0.1567
episode=3100 train_reward=22.898 val_reward=22.898 val_completed=4.000 coverage=0.265 collision=0.000 loss=0.0145
episode=3150 train_reward=22.898 val_reward=22.898 val_completed=4.000 coverage=0.268 collision=0.000 loss=0.0131
episode=3200 train_reward=22.895 val_reward=22.898 val_completed=4.000 coverage=0.273 collision=0.000 loss=0.0119
episode=3250 train_reward=22.882 val_reward=22.897 val_completed=4.000 coverage=0.287 collision=0.000 loss=0.0144
episode=3300 train_reward=22.898 val_reward=22.895 val_completed=4.000 coverage=0.290 collision=0.000 loss=0.0175
episode=3350 train_reward=22.898 val_reward=22.898 val_completed=4.000 coverage=0.273 collision=0.000 loss=0.0202
episode=3400 train_reward=22.939 val_reward=22.898 val_completed=4.000 coverage=0.268 collision=0.000 loss=0.0155
episode=3450 train_reward=22.897 val_reward=22.892 val_completed=4.000 coverage=0.295 collision=0.000 loss=0.0156
episode=3500 train_reward=22.898 val_reward=22.898 val_completed=4.000 coverage=0.260 collision=0.000 loss=0.0268
episode=3550 train_reward=22.896 val_reward=22.898 val_completed=4.000 coverage=0.262 collision=0.000 loss=0.0236
episode=3600 train_reward=22.939 val_reward=22.891 val_completed=4.000 coverage=0.295 collision=0.000 loss=0.0133
episode=3650 train_reward=22.896 val_reward=22.892 val_completed=4.000 coverage=0.305 collision=0.000 loss=0.0118
episode=3700 train_reward=22.894 val_reward=22.895 val_completed=4.000 coverage=0.265 collision=0.000 loss=0.0170
episode=3750 train_reward=22.938 val_reward=22.898 val_completed=4.000 coverage=0.270 collision=0.000 loss=0.0193
episode=3800 train_reward=22.884 val_reward=22.898 val_completed=4.000 coverage=0.262 collision=0.000 loss=0.0147
episode=3850 train_reward=22.893 val_reward=22.898 val_completed=4.000 coverage=0.260 collision=0.000 loss=0.0120
episode=3900 train_reward=22.897 val_reward=22.897 val_completed=4.000 coverage=0.280 collision=0.000 loss=0.0239
episode=3950 train_reward=22.897 val_reward=22.893 val_completed=4.000 coverage=0.310 collision=0.000 loss=0.0180
episode=4000 train_reward=22.896 val_reward=22.897 val_completed=4.000 coverage=0.273 collision=0.000 loss=0.0123
