episode,global_step,train_reward,train_detected,train_completed,train_completed_value,validation_reward,validation_reward_std,validation_detected,validation_completed,validation_completed_value,validation_coverage,validation_local_coverage,validation_overlap,validation_knowledge_overlap,validation_simultaneous_overlap,validation_collision,validation_episode_length,validation_first_detection,validation_first_completion,validation_stay,validation_local_sensor_revisit,validation_local_new_observed,validation_team_new_observed,validation_tracking_progress,best_score,loss,td_loss,kl_loss,q_mean,q_tot_mean,target_mean,epsilon,posterior_rebuilds,predictive_epistemic_std_mean,predictive_selected_std_mean,predictive_max_std_mean,td_residual_variance,posterior_std_mean,posterior_std_min,posterior_std_max,posterior_kl_per_parameter
50,7500,10.580999999999998,4,0,0,1.6146599999999933,9.080223793739883,1.81,1.0,1.25,0.46379999808967115,0.1873083334416151,0.2132668749562225,0.07,0.05652722224571464,0.043818675207971884,149.86,42.075268817204304,58.8955223880597,0.0,0.858245473553094,0.49328261933360024,1.2179367409582276,0.007273455224876551,13.228320998672713,0.07158051431179047,,,1.5205566883087158,,1.6182612180709839,0.64375,,,,,,,,,
100,14824,23.089999999999947,4,2,3,2.8023299999999978,9.39137120345586,1.61,1.11,1.32,0.47209999948740006,0.1997083318978548,0.26235145956274314,0.1525,0.05182275659573077,0.03456740532458548,149.37,33.01149425287356,50.61764705882353,0.0,0.8520006248465779,0.5281069380286091,1.2441588002945705,0.007609738680234764,14.677751393799923,0.1427287757396698,,,2.442615509033203,,2.5903022289276123,0.29586,,,,,,,,,
150,22203,14.74899999999999,2,1,2,9.285749999999993,10.660136821237325,2.05,1.5,1.85,0.5857499998807907,0.2796416656672955,0.38071207959901365,0.125,0.06654924112755385,0.05756404169210247,147.43,26.597826086956523,42.69879518072289,0.0,0.7829478396527165,0.751927468403084,1.5688801465102082,0.010581292816930068,20.703220763799226,0.24078468978405,,,2.807110548019409,,2.758551597595215,0.050000000000000044,,,,,,,,,
200,29570,4.6190000000000095,3,1,1,16.28864999999999,9.688564993202029,2.53,1.93,2.45,0.6209999969601632,0.29195000007748606,0.36103086128650447,0.0725,0.06522211710543473,0.07200882108058237,148.13,20.717171717171716,34.052083333333336,0.0,0.7657012984090551,0.7816107473165462,1.6566529399851482,0.013614167735547605,27.621255977812073,0.30398696660995483,,,2.736851453781128,,2.9598846435546875,0.050000000000000044,,,,,,,,,
250,36820,16.511,2,1,2,12.834049999999989,11.108978079350944,2.42,1.83,2.29,0.591425002515316,0.2811999998986721,0.37102681611046123,0.0975,0.06008937387729071,0.047821681864235056,148.05,25.610526315789475,39.13333333333333,0.0,0.7833389620623663,0.7529888551165147,1.5776426882809862,0.012675897782280761,27.621255977812073,0.3564237356185913,,,2.3464527130126953,,2.460084915161133,0.050000000000000044,,,,,,,,,
300,44109,20.745999999999988,3,2,3,9.521529999999995,10.780840801584073,2.19,1.64,1.99,0.5787499979138374,0.26853333458304407,0.34529326683031525,0.11,0.06028294050092625,0.04952717871964079,146.99,23.49484536082474,35.02272727272727,0.0,0.7919586366419484,0.7239494750209765,1.5545275188788352,0.011406671655668187,27.621255977812073,0.5326610803604126,,,2.6850709915161133,,3.03155517578125,0.050000000000000044,,,,,,,,,
350,51575,27.679000000000016,3,3,4,16.43144999999999,10.470358661836753,2.73,2.1,2.63,0.6700500005483627,0.3328583300113678,0.4088933144805466,0.13083333333333333,0.05898625900538243,0.045884589833459326,145.51,21.285714285714285,30.698924731182796,0.0,0.7377957986850846,0.9081391886010125,1.82131812246581,0.014775616796096487,29.94076535477506,0.2636953294277191,,,2.647934913635254,,2.671351909637451,0.050000000000000044,,,,,,,,,
400,58566,27.995999999999977,3,3,4,16.231209999999987,10.056044896772278,2.62,2.08,2.62,0.6303499987721444,0.3059833341091871,0.37737689048464473,0.05833333333333333,0.06757806964552703,0.06851940584571155,146.09,17.525252525252526,29.12121212121212,0.0,0.7622013827092888,0.8309489584046365,1.7053870901499075,0.014511602436853994,29.94076535477506,0.34752413630485535,,,2.57485032081604,,2.7024149894714355,0.050000000000000044,,,,,,,,,
450,65579,28.18599999999997,4,3,4,20.43682999999999,10.140386308277403,2.74,2.28,2.94,0.673575002849102,0.347525001168251,0.4429237725595576,0.09416666666666668,0.06976004647411836,0.07258522404669437,146.77,21.79,30.494949494949495,0.0,0.722400127183121,0.9403147782244328,1.8152892280438782,0.015988735209284368,32.92870529064041,0.5114325284957886,,,2.731250286102295,,3.162480354309082,0.050000000000000044,,,,,,,,,
500,72948,26.686000000000007,3,3,4,18.62016999999998,11.478569619996204,2.61,2.21,2.81,0.6806000009179115,0.3565083372592926,0.4608792595792534,0.11833333333333332,0.06895409519333903,0.06846372392765575,144.31,23.38144329896907,31.757894736842104,0.0,0.7170674242949207,0.9812440810292657,1.8657057722957522,0.01575312406162659,32.92870529064041,0.6019605994224548,,,3.1273772716522217,,3.5773425102233887,0.050000000000000044,,,,,,,,,
