episode,global_step,train_reward,train_detected,train_completed,train_completed_value,validation_reward,validation_reward_std,validation_detected,validation_completed,validation_completed_value,validation_coverage,validation_local_coverage,validation_overlap,validation_knowledge_overlap,validation_simultaneous_overlap,validation_collision,validation_episode_length,validation_first_detection,validation_first_completion,validation_stay,validation_local_sensor_revisit,validation_local_new_observed,validation_team_new_observed,validation_tracking_progress,best_score,loss,td_loss,kl_loss,q_mean,q_tot_mean,target_mean,epsilon,posterior_rebuilds,predictive_epistemic_std_mean,predictive_selected_std_mean,predictive_max_std_mean,td_residual_variance,posterior_std_mean,posterior_std_min,posterior_std_max,posterior_kl_per_parameter
50,7500,-14.67750012483449,4,0,0,-13.383422493019705,3.078554580484075,2.37,0.27,0.35,0.5680499973893166,0.3513083313405514,0.5953763911244228,0.30833333333333335,0.21810003108148066,0.18255555555555555,150.0,13.353535353535353,60.57692307692308,0.0,0.7461111111111111,0.9301555555555555,1.4948,0.0026222222222222224,0.6355190684026026,0.03220420330762863,0.029661938548088074,0.002542266622185707,-3.937002182006836,-3.937002182006836,-3.836038589477539,,,,,,,0.0480969212949276,0.03528866916894913,0.0507754385471344,2.5422725677490234
100,15000,-15.927666628273837,3,0,0,-12.768974991099544,3.969477910509191,2.44,0.54,0.68,0.591049998998642,0.3631583371758461,0.5865504972058887,0.3125,0.16594783117459033,0.13106666666666666,150.0,8.626262626262626,63.234042553191486,0.0,0.7508666666666667,0.9617555555555556,1.5561333333333334,0.003822222222222222,4.5555110799449965,0.029178962111473083,0.026594193652272224,0.002584767760708928,-7.844303607940674,-7.844303607940674,-7.847696781158447,,,,,,,0.046295031905174255,0.02620501071214676,0.049912650138139725,2.584770917892456
150,22500,-3.740500030331379,4,2,3,-11.80125749623479,5.446759228785703,2.6,0.72,0.96,0.6386999997496605,0.3436083336174488,0.4757337581465974,0.15499999999999997,0.10274948602417427,0.09650007847357682,148.67,6.762886597938144,27.754716981132077,0.0,0.7714401022398601,0.917759691486738,1.698257886594471,0.004932624829039708,8.020059328600935,0.033385440707206726,0.03076554648578167,0.0026198946870863438,-7.127649307250977,-7.127649307250977,-7.145912170410156,,,,,,,0.04490052908658981,0.020223472267389297,0.050341200083494186,2.6198999881744385
200,29890,-6.325500036887822,2,1,1,-10.207553337978347,3.4681899449115154,2.36,0.91,1.19,0.579099999666214,0.2819833355396986,0.38831705712540765,0.10749999999999998,0.08281049712715029,0.06886666666666667,150.0,14.081632653061224,32.738461538461536,0.0,0.8055111111111111,0.7452888888888889,1.5242666666666667,0.0072,10.91772593623295,0.0741872563958168,0.07153625786304474,0.0026509955059736967,-6.3438873291015625,-6.3438873291015625,-6.298543930053711,,,,,,,0.04368150606751442,0.01675940491259098,0.049598418176174164,2.6510000228881836
250,37390,-5.333500086180857,2,1,2,-10.156922496695843,4.749499641990068,2.76,1.22,1.56,0.6779499991238117,0.34544166617095473,0.4357560881163738,0.14833333333333334,0.0861396195898711,0.06446362075501148,149.49,9.02061855670103,37.63013698630137,0.0,0.7532276406448591,0.9176310567039044,1.7939661515820455,0.010011817958837826,15.10105334109343,0.05709162726998329,0.054410483688116074,0.0026811419520527124,-7.793139457702637,-7.793139457702637,-7.7452168464660645,,,,,,,0.04251896217465401,0.014137454330921173,0.04883867874741554,2.6811459064483643
300,44890,-7.158916671040231,4,2,3,-8.629772486193504,5.751563083599963,2.56,1.38,1.74,0.6361750000715256,0.32532500140368936,0.43359861913453096,0.08833333333333333,0.0775545850748464,0.05560804427048185,148.18,11.814432989690722,35.18518518518518,0.0,0.7741260628964772,0.8714401403698205,1.697057632608989,0.0109776398074414,17.407324528519815,0.02893759310245514,0.026226963847875595,0.002710629254579544,-6.758767127990723,-6.758767127990723,-6.7375993728637695,,,,,,,0.04140747711062431,0.012005025520920753,0.04833298176527023,2.710632801055908
350,52339,-11.814749898873291,3,1,1,-8.774209992086922,6.331131868002451,3.09,1.76,2.19,0.7423000001907348,0.42951666593551635,0.5487605267315903,0.17666666666666664,0.08195265995243241,0.08124212987947473,148.24,10.494949494949495,29.523255813953487,0.0,0.6960109731966181,1.1522306170174492,1.9827307069616837,0.013446663068897283,22.398398999740905,0.05416669696569443,0.05142712965607643,0.002739567309617996,-7.159851551055908,-7.159851551055908,-7.173296928405762,,,,,,,0.04034917429089546,0.010394039563834667,0.048262324184179306,2.739572286605835
400,59712,-4.457500043027126,3,2,3,-6.312983326046702,8.079054585880016,3.16,2.02,2.61,0.7347250014543534,0.4048416677117348,0.49686482996034015,0.12166666666666666,0.07916007807807854,0.07452005779949081,145.33,11.323232323232324,32.7,0.0,0.7053831509897016,1.1073877841234891,2.0015826051056216,0.015917796279731188,26.58913683553053,0.05899743363261223,0.056230030953884125,0.002767403842881322,-7.214729309082031,-7.214729309082031,-7.221101760864258,,,,,,,0.039362262934446335,0.009111572057008743,0.04807110130786896,2.7674055099487305
450,67121,-10.048000180087987,1,0,0,-7.89954332817399,7.01600258096667,3.06,1.77,2.27,0.7415249985456467,0.406241666674614,0.5021916016615464,0.12916666666666665,0.07360804695679232,0.06472138896463958,146.68,12.42,30.255555555555556,0.0,0.7159803654213254,1.1010135442232525,2.001704390509954,0.013862376147622943,26.58913683553053,0.15845786035060883,0.15566416084766388,0.002793698338791728,-5.5288004875183105,-5.5288004875183105,-5.4884114265441895,,,,,,,0.038461834192276,0.008185784332454205,0.048025693744421005,2.793703317642212
500,74615,-4.3309998784587265,4,3,4,-7.549384154714187,7.038034834918257,3.15,2.05,2.69,0.7618500003218651,0.4323500019311905,0.5273875164302554,0.18,0.09212316430908221,0.0764432346603153,146.95,9.29,27.621052631578948,0.0,0.6878756946807304,1.1700578428036748,2.0533514800952704,0.01669502098219349,27.0165963216932,0.07091497629880905,0.0680960863828659,0.002818888518959284,-8.629359245300293,-8.629359245300293,-8.59769058227539,,,,,,,0.03761452063918114,0.007414627820253372,0.047729410231113434,2.818890333175659
