group,metric,early,late,raw_delta_late_minus_early,improvement_positive_is_better,last_available_seed_count
Shared-DDQN,validation_completed,0.6118055555555556,0.8191666666666667,0.2073611111111111,0.2073611111111111,4
Shared-DDQN,validation_completed_value,0.7941666666666666,1.0611111111111111,0.26694444444444454,0.26694444444444454,4
Shared-DDQN,validation_coverage,0.6280694443980853,0.35251666666732895,-0.27555277773075637,-0.27555277773075637,4
Shared-DDQN,validation_reward,-9.897249081244489,-5.2702544167705225,4.626994664473966,4.626994664473966,4
Shared-DDQN,validation_first_completion,53.66526708446899,39.256159191632726,-14.40910789283626,14.40910789283626,4
Shared-DDQN,validation_first_detection,23.636953745095727,26.925890657264457,3.2889369121687295,-3.2889369121687295,4
Shared-DDQN,validation_tracking_progress,0.0046743798710997455,0.006130142747432306,0.0014557628763325605,0.0014557628763325605,4
Shared-DDQN,validation_stay,0.0,0.0,0.0,0.0,4
Shared-DDQN,validation_collision,0.10905218688132974,0.04254041455489902,-0.06651177232643071,0.06651177232643071,4
Shared-DDQN,validation_overlap,0.4481901040605054,0.20579026877152765,-0.24239983528897777,0.24239983528897777,4
Shared-DDQN,loss,0.24056859004000822,0.3102580627633466,0.06968947272333839,-0.06968947272333839,4
Shared-DDQN,q_mean,-3.606929431358973,-6.500043749809265,-2.893114318450292,-2.893114318450292,4
Shared-DDQN,target_mean,-3.694874372747209,-6.441208826171027,-2.746334453423818,-2.746334453423818,4
Shared-DDQN,epsilon,0.4790305555555556,0.050000000000000044,-0.4290305555555556,-0.4290305555555556,4
