boundary_hit_ratio_difference,collision_agent_ratio_difference,comparison,completed_mean_difference,completed_value_mean_difference,coverage_overlap_ratio_mean_difference,detected_mean_difference,detected_to_completed_ratio_difference,detected_value_mean_difference,detection_probability,episode_length_mean_difference,first_completion_step_mean_difference,first_detection_step_mean_difference,had_completion_mean_difference,had_detection_mean_difference,knowledge_overlap_ratio_mean_difference,left_algo,left_policy_mode,local_new_observed_cells_per_decision_difference,local_sensor_revisit_ratio_difference,mean_local_coverage_ratio_mean_difference,new_observed_cells_per_step_difference,revisit_ratio_difference,reward_mean_difference,right_algo,right_policy_mode,scope,sensor_coverage_ratio_mean_difference,sensor_revisit_ratio_difference,simultaneous_sensor_overlap_ratio_mean_difference,stay_ratio_difference,team_coverage_ratio_mean_difference,team_new_observed_cells_per_env_step_difference,tracking_progress_ratio_difference,training_seed
0.0,0.0,qmix_minus_shared_ddqn,0.0,0.0,-0.06299911268855365,0.0,0.0,0.0,1.0,-2.0,-4.0,0.0,0.0,0.0,0.0,qmix_ddqn,deterministic,0.42002063983488114,-0.10526315789473684,0.004166647791862488,,,0.14000000044703143,shared_ddqn,deterministic,multi,,,-0.022180451127819523,0.0,0.034999996423721313,1.715170278637772,0.024767801857585148,45
0.0,0.0,qmix_minus_shared_ddqn,0.0,0.0,-0.015856752537080406,0.0,0.0,0.0,1.0,-5.0,0.0,0.0,0.0,0.0,0.0,qmix_ddqn,deterministic,1.6374269005847955,-0.3720760233918129,0.05833333730697632,,,0.2311250013112982,shared_ddqn,deterministic,multi,,,-0.011043938675517605,0.0,0.17750000953674316,4.932017543859648,0.043859649122807015,46
0.0,0.0,bayes_qmix_shared_mean_minus_qmix,0.0,0.0,0.048275862068965524,0.0,0.0,0.0,1.0,-2.0,1.0,0.0,0.0,0.0,0.0,bayes_qmix_shared,posterior_mean,0.7424836601307185,-0.1647058823529412,0.015000008046627045,,,0.19500000089407976,qmix_ddqn,deterministic,multi,,,0.01690326690326693,0.0,0.027500003576278687,1.7607843137254902,0.03137254901960784,42
0.0,0.0,bayes_qmix_shared_mean_minus_qmix,0.0,0.0,0.049645390070922,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,bayes_qmix_shared,posterior_mean,-0.1319444444444442,0.10833333333333334,-0.013333335518836975,,,0.12725000143052512,qmix_ddqn,deterministic,multi,,,0.018730158730158767,0.0,-0.05750000476837158,-0.8625000000000007,0.016666666666666663,43
0.0,0.0,bayes_qmix_shared_mean_minus_qmix,0.0,0.0,0.06917012799864374,0.0,0.0,0.0,1.0,-32.0,6.0,0.0,0.0,0.0,0.0,bayes_qmix_shared,posterior_mean,1.375,-0.2013888888888889,-0.08499999344348907,,,3.6882499990612274,qmix_ddqn,deterministic,multi,,,0.013748123123123158,0.0,-0.2750000059604645,3.458333333333333,0.16666666666666669,44
0.0,0.0,bayes_qmix_shared_mean_minus_qmix,0.0,0.0,0.030546787496181664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,bayes_qmix_shared,posterior_mean,-0.7058823529411762,0.19607843137254904,-0.0299999937415123,,,-0.0935000009089677,qmix_ddqn,deterministic,multi,,,0.009803921568627439,0.0,-0.09749999642372131,-2.2941176470588243,0.0,45
0.0,0.0,bayes_qmix_shared_mean_minus_qmix,0.0,0.0,0.01877400854839583,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,bayes_qmix_shared,posterior_mean,-1.3226120857699806,0.38596491228070173,-0.06750000268220901,,,0.26237500138580927,qmix_ddqn,deterministic,multi,,,0.01567356830514723,0.0,-0.20500001311302185,-4.02923976608187,0.011695906432748537,46
0.0,0.004715047150471505,bayes_qmix_shared_sample_minus_qmix,-0.020000000000000018,-0.019999999999999574,0.14390744323216992,0.0,-0.0050000000000000044,0.0,1.0,15.520000000000003,1.7999999999999998,0.0,0.0,0.0,0.0025,bayes_qmix_shared,posterior_sample_shared,-0.6295130598364809,0.11372790198490224,0.04848334252834319,,,-2.0914074985794535,qmix_ddqn,deterministic,multi,,,0.014066420262188739,0.0,0.0732999908924103,-2.775993054048188,-0.1112678773846562,42
0.0,0.0,bayes_qmix_shared_sample_minus_qmix,0.0,0.0,0.06903088999844467,0.0,0.0,0.0,1.0,-0.7200000000000006,-1.0,0.0,0.0,0.0,0.0,bayes_qmix_shared,posterior_sample_shared,-0.20277050610820213,0.0924956369982548,-0.013783334568142888,,,0.08712875049263857,qmix_ddqn,deterministic,multi,,,0.0286413666859953,0.0,-0.06482499778270723,-1.2228403141361248,0.011780104712041883,43
0.0,0.0,bayes_qmix_shared_sample_minus_qmix,0.0,0.0,0.09573232505981093,0.0,0.0,0.0,1.0,-31.94,6.09,0.0,0.0,0.0,0.0,bayes_qmix_shared,posterior_sample_shared,1.2010170195101701,-0.16968486232184865,-0.09151665613055229,,,3.6755149968042993,qmix_ddqn,deterministic,multi,,,0.0184981762571008,0.0,-0.3010999962687492,2.776048152760481,0.1657326691573267,44
0.0,0.0,bayes_qmix_shared_sample_minus_qmix,0.0,0.0,0.03313338113656186,0.0,0.0,0.0,1.0,1.129999999999999,0.10000000000000009,0.0,0.0,0.0,0.0,bayes_qmix_shared,posterior_sample_shared,-1.1875669186593556,0.29178157749586325,-0.0449083237349987,,,-0.21468750030919637,qmix_ddqn,deterministic,multi,,,0.013868448610791501,0.0,-0.1412000036239624,-3.694558904642939,-0.014665325589695327,45
0.0,0.0,bayes_qmix_shared_sample_minus_qmix,0.0,0.0,0.03798339887707512,0.0,0.0,0.0,1.0,10.48,-1.0,0.0,0.0,0.0,0.0,bayes_qmix_shared,posterior_sample_shared,-1.8587445547382706,0.46047870694375015,-0.053333335742354396,,,-1.037159999407823,qmix_ddqn,deterministic,multi,,,0.025031191218171503,0.0,-0.1726250112056732,-5.710115689495107,-0.0748411054773977,46
0.0,0.0,bayes_qmix_independent_mean_minus_qmix,0.0,0.0,0.1056910569105691,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,bayes_qmix_independent,posterior_mean,0.039215686274509665,0.05882352941176466,0.0016666650772094727,,,0.03887499891223101,qmix_ddqn,deterministic,multi,,,0.10241860184934178,0.0,-0.027500003576278687,-0.6470588235294121,0.0,42
0.0,0.0,bayes_qmix_independent_mean_minus_qmix,0.0,0.0,0.0310077519379845,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,bayes_qmix_independent,posterior_mean,-0.4652777777777777,0.10833333333333334,-0.02583334594964981,,,0.032250002473595885,qmix_ddqn,deterministic,multi,,,0.0017543859649122799,0.0,-0.08750000596046448,-1.6624999999999996,0.016666666666666663,43
0.0,0.0,bayes_qmix_independent_mean_minus_qmix,0.0,0.0,0.0994483604045357,0.0,0.0,0.0,1.0,-31.0,0.0,0.0,0.0,0.0,0.0,bayes_qmix_independent,posterior_mean,1.6029411764705883,-0.19893790849673204,-0.06749999523162842,,,3.482999996244917,qmix_ddqn,deterministic,multi,,,0.028848832795632173,0.0,-0.23750001192092896,3.833333333333333,0.1519607843137255,44
0.0,0.0,bayes_qmix_independent_mean_minus_qmix,0.0,0.0,0.05113390148779432,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,bayes_qmix_independent,posterior_mean,-0.5336743393009376,0.10144927536231885,0.01666666567325592,,,-0.6253749998658975,qmix_ddqn,deterministic,multi,,,0.021300694190719765,0.0,0.027500003576278687,-1.9462915601023028,-0.061381074168797956,45
0.0,0.0,bayes_qmix_independent_mean_minus_qmix,0.0,0.0,-0.010928961748633882,0.0,0.0,0.0,1.0,-3.0,-1.0,0.0,0.0,0.0,0.0,bayes_qmix_independent,posterior_mean,0.036184210526315486,0.0317982456140351,-0.02250000834465027,,,0.26875000067055765,qmix_ddqn,deterministic,multi,,,-0.0028449502133712674,0.0,-0.0625,0.21381578947368496,0.03947368421052633,46
