episode,global_step,train_reward,train_detected,train_completed,train_completed_value,validation_reward,validation_reward_std,validation_detected,validation_completed,validation_completed_value,validation_coverage,validation_episode_length,validation_first_detection,validation_first_completion,validation_stay,validation_boundary,validation_revisit,validation_sensor_revisit,validation_new_observed_per_step,validation_tracking_progress,best_score,loss,q_mean,target_mean,epsilon,posterior_rebuilds,predictive_epistemic_std_mean,predictive_selected_std_mean,predictive_max_std_mean,td_residual_variance
50,7500,-0.027999999999996368,0,0,0,1.6026000000000056,2.637715420586534,1.3,0.06,0.08,0.31822499856352804,150.0,16.45,122.16666666666667,0.0,0.0,0.9933333333333333,0.7776666666666666,0.8419333333333333,0.0012,-1.443073333333333,0.0013027978129684925,0.42762264609336853,,,3.0,0.13036015629768372,0.09987141191959381,0.16330590844154358,0.05836652219295502
100,15000,1.0520000000000083,0,0,0,3.6555499999999954,3.526913969393072,2.26,0.16,0.21,0.5653499999642372,150.0,19.061855670103093,66.5625,0.0,0.0,0.9933333333333333,0.6410666666666667,1.5009333333333332,0.003533333333333333,1.2643049999999996,0.011111895553767681,1.2628555297851562,,,7.0,0.1408938467502594,0.11963899433612823,0.16977864503860474,0.025538727641105652
150,22500,5.25200000000001,2,0,0,5.504950000000007,1.443280654446666,2.71,0.02,0.02,0.675425001680851,150.0,18.938144329896907,97.5,0.0,0.0,0.9933333333333333,0.5014,1.7944666666666667,0.0004,1.2643049999999996,0.022580957040190697,1.586324691772461,,,10.0,0.1481878161430359,0.13017432391643524,0.17437544465065002,0.06587600708007812
200,30000,4.426999999999999,3,0,0,5.797599999999999,4.068480015927322,2.68,0.2,0.25,0.6851000013947487,150.0,20.653061224489797,94.88888888888889,0.0,0.0,0.9933333333333333,0.5223333333333333,1.8202666666666667,0.0042,1.431982222222222,0.007454323582351208,1.841655969619751,,,14.0,0.15645945072174072,0.13966688513755798,0.18000441789627075,0.03012535721063614
250,37500,5.531999999999995,2,1,1,8.407849999999996,7.682914845779561,2.57,0.77,0.98,0.5897250007092952,150.0,25.717171717171716,63.301886792452834,0.0,0.0,0.9933333333333333,0.5822,1.5659333333333334,0.015533333333333333,10.214747264150944,0.016169726848602295,2.4639482498168945,,,18.0,0.16336104273796082,0.14912673830986023,0.18616852164268494,0.3503008484840393
300,45000,7.767,2,1,1,10.971499999999994,9.844341306049891,2.17,1.18,1.54,0.5377999971061945,148.55,20.416666666666668,39.95774647887324,0.0,0.0,0.99326825984517,0.6440928980141366,1.4414002019522048,0.023830360148098282,16.717995070422532,0.025851614773273468,2.887483596801758,,,22.0,0.15288446843624115,0.14352348446846008,0.16905909776687622,0.11801111698150635
350,52340,11.771999999999982,2,2,2,17.606750000000005,8.88094371041165,2.41,1.8,2.35,0.6137499993294477,148.79,23.45360824742268,46.1978021978022,0.0,0.0,0.9932791182203105,0.5642180254049332,1.6432555951340815,0.03635997042812017,25.886718956043957,0.054493971168994904,3.8898401260375977,,,25.0,0.15084350109100342,0.1431228667497635,0.16488590836524963,0.6178271770477295
400,59824,1.1420000000000012,1,0,0,11.222209999999997,9.806648728587158,1.8,1.41,1.7,0.442874998152256,149.1,26.967032967032967,34.29113924050633,0.0,0.0,0.9934272300469483,0.6826961770623743,1.1814218645204562,0.02863849765258216,25.886718956043957,0.14701008796691895,3.497994899749756,,,29.0,0.1490788459777832,0.13988645374774933,0.1635625958442688,1.0236979722976685
450,67163,29.872000000000025,3,3,4,18.910200000000014,9.049110246869594,2.3,2.1,2.62,0.572524999678135,147.9,21.854166666666668,29.56382978723404,0.0,0.0,0.993238674780257,0.5651791751183232,1.5416497633536173,0.043137254901960784,30.15974340425532,0.13462886214256287,5.1380462646484375,,,33.0,0.1389206498861313,0.13087859749794006,0.15107102692127228,1.052907943725586
500,74529,18.257000000000016,3,3,3,22.972150000000013,10.461264107530234,2.63,2.48,3.14,0.6148250006139279,142.96,18.051020408163264,26.416666666666668,0.0,0.0,0.9930050363738109,0.528329602686066,1.713276440962507,0.05407106883044208,35.988881666666664,0.3220091462135315,4.793744087219238,,,36.0,0.13702091574668884,0.12918752431869507,0.15027859807014465,1.3900012969970703
550,81766,38.917,4,4,5,21.738900000000015,10.717859622611236,2.42,2.35,2.97,0.589675003439188,144.33,25.65625,34.40425531914894,0.0,0.0,0.9930714335204046,0.5400124714196632,1.627312409062565,0.05127139194900575,35.988881666666664,0.6456215381622314,5.316099166870117,,,40.0,0.13931667804718018,0.12680664658546448,0.1559217870235443,1.8443682193756104
600,88745,19.322000000000003,3,3,3,21.264550000000014,9.170507142328628,2.46,2.32,2.9,0.6053499960899353,145.45,21.2020202020202,26.408163265306122,0.0,0.0,0.993124785149536,0.5290477827432107,1.6578893090409075,0.05101409419044345,35.988881666666664,0.3240114152431488,5.247504711151123,,,43.0,0.13079622387886047,0.11932707577943802,0.1457023024559021,1.8019773960113525
650,96009,38.186999999999934,4,4,5,19.0072,11.57226431861976,2.32,2.18,2.73,0.607649999409914,145.8,32.62222222222222,41.37078651685393,0.0,0.0,0.9931412894375857,0.5735253772290809,1.6602194787379974,0.04718792866941015,35.988881666666664,0.23088088631629944,6.6726884841918945,,,47.0,0.1264490783214569,0.11313953995704651,0.13998743891716003,3.0868773460388184
700,103353,16.30700000000001,1,1,2,20.79735000000001,9.743788335524345,2.37,2.36,2.9,0.5891000014543534,145.84,23.371134020618555,27.864583333333332,0.0,0.0,0.9931431705979156,0.5380554031815689,1.6088864509051015,0.05080910586944597,35.988881666666664,0.21991826593875885,6.281245231628418,,,51.0,0.12078337371349335,0.11142407357692719,0.13421586155891418,2.3532729148864746
