episode,global_step,train_reward,train_detected,train_completed,train_completed_value,validation_reward,validation_reward_std,validation_detected,validation_completed,validation_completed_value,validation_coverage,validation_episode_length,validation_first_detection,validation_first_completion,validation_stay,validation_boundary,validation_revisit,validation_sensor_revisit,validation_new_observed_per_step,validation_tracking_progress,best_score,loss,q_mean,target_mean,epsilon,posterior_rebuilds,predictive_epistemic_std_mean,predictive_selected_std_mean,predictive_max_std_mean,td_residual_variance
750,110227,7.197,1,1,1,23.221750000000014,9.504120169037222,2.69,2.57,3.21,0.6642499992251396,143.5,18.08080808080808,27.383838383838384,0.0,0.0,0.9930313588850174,0.4993031358885017,1.8445993031358885,0.05609756097560976,37.10449823232323,0.8494678735733032,5.891731262207031,,,54.0,0.11749844253063202,0.10780360549688339,0.13076567649841309,4.56193733215332
800,117129,38.407,4,4,5,22.680200000000017,10.364107668294475,2.66,2.48,3.1,0.605425001680851,142.02,16.571428571428573,23.59375,0.0,0.0,0.9929587382058865,0.5274609209970427,1.6981411068863541,0.05597803126320237,37.10449823232323,0.5524902939796448,6.6183342933654785,,,58.0,0.1173606663942337,0.10485783219337463,0.13030022382736206,2.9628212451934814
850,124484,23.457000000000004,4,2,3,25.361500000000024,9.08755419516165,2.77,2.7,3.44,0.6433250014483929,140.52,19.464646464646464,26.306122448979593,0.0,0.0,0.9928835752917734,0.5030600626245374,1.824153145459721,0.05835468260745801,39.33002755102041,0.17434285581111908,6.564818382263184,,,61.0,0.1096368283033371,0.10181896388530731,0.12067924439907074,2.786613941192627
900,131497,29.257000000000037,3,3,4,23.485800000000012,11.098041451535497,2.7,2.6,3.2,0.6280000013113022,137.49,24.520408163265305,33.785714285714285,0.0,0.0,0.9927267437631828,0.4979998545348753,1.819768710451669,0.0584042475816423,39.33002755102041,0.3685658872127533,6.930581569671631,,,65.0,0.11527378857135773,0.10345236212015152,0.1286165714263916,2.3052446842193604
950,138378,6.012000000000003,1,1,1,24.57340000000001,9.837070805885261,2.66,2.65,3.37,0.6650000014901161,143.47,22.897959183673468,31.918367346938776,0.0,0.0,0.9930299017216143,0.49808322297344393,1.8470760437722171,0.055900188192653515,39.33002755102041,0.4200029969215393,6.327186584472656,,,68.0,0.11644408851861954,0.10471416264772415,0.12921133637428284,2.672919750213623
1000,145567,23.922000000000036,2,2,3,24.635600000000004,10.951202013477795,2.74,2.7,3.36,0.6639000010490418,136.22,23.443298969072163,29.77319587628866,0.0,0.0,0.992658934077228,0.47430626927029806,1.9421524005285566,0.060563793862868885,39.33002755102041,0.259285032749176,6.777101993560791,,,72.0,0.11353156715631485,0.10355927050113678,0.12563520669937134,2.1098945140838623
1050,152579,22.332000000000015,2,2,3,27.489650000000005,9.416202617164739,3.03,3.0,3.71,0.6988500016927719,135.81,21.13,25.43,0.0,0.0,0.9926367719608277,0.4216920698034018,2.050953538031073,0.06685811059568515,43.37036499999999,0.4614464342594147,6.747835159301758,,,75.0,0.12016317993402481,0.10915980488061905,0.13281935453414917,2.7830612659454346
1100,159786,19.45700000000003,3,3,3,24.777649999999998,9.745774331857898,2.8,2.66,3.35,0.6678999979794026,143.87,22.363636363636363,28.489795918367346,0.0,0.0,0.9930492806005422,0.4754987141169111,1.8500034753596997,0.05762146382150553,43.37036499999999,0.27562057971954346,7.653790473937988,,,79.0,0.12220311164855957,0.10846541821956635,0.13735431432724,4.118941307067871
1150,166504,13.851999999999968,2,2,2,23.682800000000007,10.763517727025873,2.62,2.57,3.23,0.657874998152256,141.88,26.3,30.484848484848484,0.0,0.0,0.9929517902452777,0.47850296024809696,1.8476881872004511,0.05469410769664505,43.37036499999999,0.5400024652481079,7.425858020782471,,,82.0,0.12294693291187286,0.10902608931064606,0.138233944773674,3.1833150386810303
1200,173635,27.231999999999996,3,3,4,21.494950000000006,10.399358083434773,2.49,2.35,2.93,0.6365500018000603,145.5,26.164948453608247,29.526315789473685,0.0,0.0,0.993127147766323,0.4910652920962199,1.7430927835051546,0.04914089347079038,43.37036499999999,0.29666492342948914,6.977930545806885,,,86.0,0.1138409823179245,0.10324559360742569,0.12708035111427307,3.017465114593506
1250,180489,40.20700000000001,4,4,5,26.355000000000008,9.73914010577937,2.86,2.74,3.49,0.7043749985098838,139.3,23.83,30.37,0.0,0.0,0.9928212491026561,0.45585068198133527,2.015434314429289,0.05987078248384781,43.37036499999999,0.3640941381454468,9.076042175292969,,,89.0,0.11986013501882553,0.10682030767202377,0.1357731819152832,2.669776678085327
1300,187213,38.72200000000004,4,4,5,28.10660000000001,9.132282591991993,3.05,2.96,3.75,0.6971000003814697,135.23,21.74,26.01010101010101,0.0,0.0,0.9926051911558086,0.4497522739037196,2.0545736892701325,0.06618353915551282,43.37036499999999,0.4272392988204956,6.837948322296143,,,93.0,0.11508524417877197,0.1053878515958786,0.12816163897514343,4.156139850616455
1350,194266,28.607000000000088,3,3,4,25.60000000000002,9.39391308241673,2.82,2.78,3.48,0.6970500016212463,141.35,25.818181818181817,32.04040404040404,0.0,0.0,0.9929253625751681,0.47421294658648744,1.96547576936682,0.06020516448532013,43.37036499999999,0.8935357332229614,6.990046501159668,,,96.0,0.12043233215808868,0.10419230908155441,0.13535958528518677,2.8990368843078613
1400,201297,29.437000000000005,3,3,4,25.59900000000001,10.741891174276539,2.88,2.74,3.43,0.7044500017166138,141.65,22.93,31.897959183673468,0.0,0.0,0.9929403459230498,0.4558418637486763,1.9822096717260855,0.059018708083303915,43.37036499999999,0.27989548444747925,7.478146553039551,,,100.0,0.11986850202083588,0.10659365355968475,0.13753685355186462,1.6784820556640625
1450,208241,17.85200000000004,1,1,2,24.880199999999995,10.661312150012318,2.77,2.7,3.3,0.7052749961614608,138.43,22.081632653061224,26.742268041237114,0.0,0.0,0.9927761323412555,0.4418117460088131,2.030701437549664,0.059885862890991834,43.37036499999999,0.4671401381492615,7.7606520652771,,,103.0,0.12075299024581909,0.10747811943292618,0.13777515292167664,2.1920318603515625
1500,215212,14.706999999999976,3,2,2,26.468900000000012,10.80504395594947,2.98,2.87,3.54,0.7120500007271766,136.93,22.515151515151516,26.824742268041238,0.0,0.0,0.9926969984663697,0.44979186445629155,2.072737895274958,0.06324399328123859,43.37036499999999,0.6192542314529419,8.593934059143066,,,107.0,0.11874952167272568,0.10547317564487457,0.13536563515663147,1.7637598514556885
