group,metric,early,late,raw_delta_late_minus_early,improvement_positive_is_better,last_available_seed_count
Shared-DDQN,validation_completed,0.7748148148148148,0.6711111111111111,-0.10370370370370374,-0.10370370370370374,3
Shared-DDQN,validation_completed_value,1.007037037037037,0.8385185185185186,-0.1685185185185184,-0.1685185185185184,3
Shared-DDQN,validation_coverage,0.6663736108524931,0.3283398149962778,-0.33803379585621535,-0.33803379585621535,3
Shared-DDQN,validation_reward,-9.66360275857838,-5.749899718642627,3.9137030399357524,3.9137030399357524,3
Shared-DDQN,validation_first_completion,53.80438096534443,43.45871217731753,-10.345668788026899,10.345668788026899,3
Shared-DDQN,validation_first_detection,24.017595075625255,28.67897034302688,4.661375267401624,-4.661375267401624,3
Shared-DDQN,validation_tracking_progress,0.005492454697794421,0.004951325910413377,-0.0005411287873810441,-0.0005411287873810441,3
Shared-DDQN,validation_stay,0.0,0.0,0.0,0.0,3
Shared-DDQN,validation_collision,0.10838161230474168,0.049288629026180454,-0.059092983278561224,0.059092983278561224,3
Shared-DDQN,validation_overlap,0.43058213650135974,0.19133228758105716,-0.23924984892030257,0.23924984892030257,3
Shared-DDQN,loss,0.25088828470971847,0.23727523783842722,-0.013613046871291251,0.013613046871291251,3
Shared-DDQN,q_mean,-3.3723414297457097,-5.610560611442284,-2.238219181696574,-2.238219181696574,3
Shared-DDQN,target_mean,-3.497304496941743,-5.539360346617522,-2.0420558496757786,-2.0420558496757786,3
Shared-DDQN,epsilon,0.47881944444444446,0.050000000000000044,-0.4288194444444444,-0.4288194444444444,3
