ablation,boundary_hit_ratio_difference_ci95_high,boundary_hit_ratio_difference_ci95_low,boundary_hit_ratio_difference_mean,comparison,completed_mean_difference_ci95_high,completed_mean_difference_ci95_low,completed_mean_difference_mean,completed_value_mean_difference_ci95_high,completed_value_mean_difference_ci95_low,completed_value_mean_difference_mean,detected_mean_difference_ci95_high,detected_mean_difference_ci95_low,detected_mean_difference_mean,detected_to_completed_ratio_difference_ci95_high,detected_to_completed_ratio_difference_ci95_low,detected_to_completed_ratio_difference_mean,detected_value_mean_difference_ci95_high,detected_value_mean_difference_ci95_low,detected_value_mean_difference_mean,n_pairs,new_observed_cells_per_step_difference_ci95_high,new_observed_cells_per_step_difference_ci95_low,new_observed_cells_per_step_difference_mean,reward_mean_difference_ci95_high,reward_mean_difference_ci95_low,reward_mean_difference_mean,seeds,sensor_coverage_ratio_mean_difference_ci95_high,sensor_coverage_ratio_mean_difference_ci95_low,sensor_coverage_ratio_mean_difference_mean,sensor_revisit_ratio_difference_ci95_high,sensor_revisit_ratio_difference_ci95_low,sensor_revisit_ratio_difference_mean,stay_ratio_difference_ci95_high,stay_ratio_difference_ci95_low,stay_ratio_difference_mean,tracking_progress_ratio_difference_ci95_high,tracking_progress_ratio_difference_ci95_low,tracking_progress_ratio_difference_mean
D,0.0,0.0,0.0,bdqn_minus_ddqn,0.0029642617293772072,-0.22553569030080578,-0.11128571428571428,0.001839067553395246,-0.28155335326768094,-0.13985714285714285,-0.10897872769756611,-0.5341641294452909,-0.3215714285714285,0.034835331887831215,-0.04266494398437009,-0.003914806048269437,-0.12330979546835097,-0.6701187759602206,-0.3967142857142858,7,-0.07348382229531406,-0.34507767454362925,-0.20928074841947167,0.23353025837835428,-3.582664544092637,-1.6745671428571414,"42,43,44,45,46,47,48",-0.02753133665092628,-0.12940009186881654,-0.07846571425987141,0.11257291824093098,0.018780035930699754,0.06567647708581537,0.21546622713204483,-0.17771018569610192,0.018878020717971452,-9.857841344175933e-05,-0.005555640891928862,-0.0028271096526853107
