boundary_hit_ratio_difference_ci95_high,boundary_hit_ratio_difference_ci95_low,boundary_hit_ratio_difference_mean,boundary_hit_ratio_difference_std,collision_agent_ratio_difference_ci95_high,collision_agent_ratio_difference_ci95_low,collision_agent_ratio_difference_mean,collision_agent_ratio_difference_std,comparison,completed_mean_difference_ci95_high,completed_mean_difference_ci95_low,completed_mean_difference_mean,completed_mean_difference_std,completed_value_mean_difference_ci95_high,completed_value_mean_difference_ci95_low,completed_value_mean_difference_mean,completed_value_mean_difference_std,coverage_overlap_ratio_mean_difference_ci95_high,coverage_overlap_ratio_mean_difference_ci95_low,coverage_overlap_ratio_mean_difference_mean,coverage_overlap_ratio_mean_difference_std,detected_mean_difference_ci95_high,detected_mean_difference_ci95_low,detected_mean_difference_mean,detected_mean_difference_std,detected_to_completed_ratio_difference_ci95_high,detected_to_completed_ratio_difference_ci95_low,detected_to_completed_ratio_difference_mean,detected_to_completed_ratio_difference_std,detected_value_mean_difference_ci95_high,detected_value_mean_difference_ci95_low,detected_value_mean_difference_mean,detected_value_mean_difference_std,detection_probability,episode_length_mean_difference_ci95_high,episode_length_mean_difference_ci95_low,episode_length_mean_difference_mean,episode_length_mean_difference_std,first_completion_step_mean_difference_ci95_high,first_completion_step_mean_difference_ci95_low,first_completion_step_mean_difference_mean,first_completion_step_mean_difference_std,first_detection_step_mean_difference_ci95_high,first_detection_step_mean_difference_ci95_low,first_detection_step_mean_difference_mean,first_detection_step_mean_difference_std,had_completion_mean_difference_ci95_high,had_completion_mean_difference_ci95_low,had_completion_mean_difference_mean,had_completion_mean_difference_std,had_detection_mean_difference_ci95_high,had_detection_mean_difference_ci95_low,had_detection_mean_difference_mean,had_detection_mean_difference_std,knowledge_overlap_ratio_mean_difference_ci95_high,knowledge_overlap_ratio_mean_difference_ci95_low,knowledge_overlap_ratio_mean_difference_mean,knowledge_overlap_ratio_mean_difference_std,local_new_observed_cells_per_decision_difference_ci95_high,local_new_observed_cells_per_decision_difference_ci95_low,local_new_observed_cells_per_decision_difference_mean,local_new_observed_cells_per_decision_difference_std,local_sensor_revisit_ratio_difference_ci95_high,local_sensor_revisit_ratio_difference_ci95_low,local_sensor_revisit_ratio_difference_mean,local_sensor_revisit_ratio_difference_std,mean_local_coverage_ratio_mean_difference_ci95_high,mean_local_coverage_ratio_mean_difference_ci95_low,mean_local_coverage_ratio_mean_difference_mean,mean_local_coverage_ratio_mean_difference_std,n_pairs,new_observed_cells_per_step_difference_ci95_high,new_observed_cells_per_step_difference_ci95_low,new_observed_cells_per_step_difference_mean,new_observed_cells_per_step_difference_std,revisit_ratio_difference_ci95_high,revisit_ratio_difference_ci95_low,revisit_ratio_difference_mean,revisit_ratio_difference_std,reward_mean_difference_ci95_high,reward_mean_difference_ci95_low,reward_mean_difference_mean,reward_mean_difference_std,scope,sensor_coverage_ratio_mean_difference_ci95_high,sensor_coverage_ratio_mean_difference_ci95_low,sensor_coverage_ratio_mean_difference_mean,sensor_coverage_ratio_mean_difference_std,sensor_revisit_ratio_difference_ci95_high,sensor_revisit_ratio_difference_ci95_low,sensor_revisit_ratio_difference_mean,sensor_revisit_ratio_difference_std,simultaneous_sensor_overlap_ratio_mean_difference_ci95_high,simultaneous_sensor_overlap_ratio_mean_difference_ci95_low,simultaneous_sensor_overlap_ratio_mean_difference_mean,simultaneous_sensor_overlap_ratio_mean_difference_std,stay_ratio_difference_ci95_high,stay_ratio_difference_ci95_low,stay_ratio_difference_mean,stay_ratio_difference_std,team_coverage_ratio_mean_difference_ci95_high,team_coverage_ratio_mean_difference_ci95_low,team_coverage_ratio_mean_difference_mean,team_coverage_ratio_mean_difference_std,team_new_observed_cells_per_env_step_difference_ci95_high,team_new_observed_cells_per_env_step_difference_ci95_low,team_new_observed_cells_per_env_step_difference_mean,team_new_observed_cells_per_env_step_difference_std,tracking_progress_ratio_difference_ci95_high,tracking_progress_ratio_difference_ci95_low,tracking_progress_ratio_difference_mean,tracking_progress_ratio_difference_std,training_seeds
0.0,0.0,0.0,0.0,6.089744724310092e-05,-0.06498311966946532,-0.03246111111111111,0.020441237308833567,bayes_qmix_independent_mean_minus_qmix,0.16055536493580863,-0.20605536493580867,-0.022750000000000006,0.11521393144928263,0.2111488888530279,-0.2601488888530279,-0.024500000000000008,0.14811369506789937,0.13104225013609272,-0.0738845029545008,0.02857887359079596,0.06440187086442285,0.2912667791753486,-0.4047667791753483,-0.056749999999999856,0.21874090457281486,0.05719073438885153,-0.06886252332028195,-0.005835894465715211,0.03961447445290178,0.36480712118337477,-0.5283071211833748,-0.08174999999999999,0.2806770089147547,0.5,0.0,0.0,0.0,0.0,5.648955244345404,-7.4814122233043205,-0.9162284894794581,4.126451121197274,13.356789312126654,-20.469191544736862,-3.556201116305104,10.630415102722665,0.12159774645069496,-0.13959774645069492,-0.00899999999999998,0.08208532146492453,0.027144535664656848,-0.04364453566465675,-0.008249999999999952,0.022246722605063985,0.049955960636900346,-0.0009976273035670162,0.024479166666666663,0.01601306974873267,0.1775171127601649,-0.16879711276016485,0.0043600000000000305,0.1088353945695568,0.07841751311264827,-0.037603068668203905,0.020407222222222188,0.036461527900959204,0.06656891687486204,-0.06329891619358095,0.0016350003406405411,0.040813272491653986,4,,,,,,,,,1.3715962002560282,-1.521990428287521,-0.07519711401574636,0.9093609769150061,multi,,,,,,,,,0.028630218598774328,-0.035034584826361036,-0.003202183113793354,0.020007794916761586,0.0,0.0,0.0,0.0,0.07802723192866619,-0.10789973202790788,-0.014936250049620847,0.0584308497663652,0.20807261746505282,-0.28773261746505285,-0.03983000000000003,0.1558155986581099,0.0012058647435929336,-0.0010880869658151558,5.888888888888892e-05,0.0007209150563821777,"43,44,45,46"
0.0,0.0,0.0,0.0,0.009032189575032469,-0.05652244479885336,-0.023745127611910444,0.020601707848487062,bayes_qmix_independent_mean_minus_qmix,-0.023081398203315603,-0.16391860179668438,-0.0935,0.044260591952661466,-0.0033933494766707206,-0.2036066505233293,-0.10350000000000001,0.06292058486695744,0.08329671782870542,-0.0791055214077727,0.0020955982104663567,0.051037787315046546,0.331493927683955,-0.5289939276839551,-0.09875000000000006,0.2704235874820585,0.010275810354118967,-0.08240295833211293,-0.03606357398899698,0.029125948675748557,0.41581420989015616,-0.6638142098901557,-0.12399999999999978,0.33929240093661595,0.7,0.01463700000001046,-0.007637000000005457,0.003500000000002501,0.007000000000005002,-6.549160196164528,-13.358369441338187,-9.953764818751358,2.1399149104882653,0.6681199859275431,-11.735010125145628,-5.5334450696090425,3.897903868973341,-0.011122617816422424,-0.13137738218357753,-0.07124999999999998,0.03779219496139381,0.022434838929999402,-0.05193483892999937,-0.014749999999999985,0.02337199178504047,0.039872060313832496,-0.010955393647165836,0.01445833333333333,0.015973429906033416,0.16249967646291344,-0.20829738417489255,-0.022898853855989554,0.11652956022558328,0.0822787106511774,-0.042411492258942224,0.019933609196117585,0.0391861102797359,0.060931476238467855,-0.07809314208971814,-0.008580832925625143,0.0436909548485814,4,,,,,,,,,0.8617694770362949,-1.8972768713377535,-0.5177536971507293,0.8670793049572748,multi,,,,,,,,,0.00555910713388077,-0.020267204150739612,-0.007354048508429422,0.008116376896486607,0.0,0.0,0.0,0.0,0.0941128185848218,-0.13590656797685435,-0.020896874696016282,0.0722876764807279,0.25100893913790046,-0.3625332173149748,-0.055762139088537166,0.19281651679851516,0.0003328502427912592,-0.0007241185833919375,-0.00019563417030033913,0.0003321712213020731,"43,44,45,46"
0.0,0.0,0.0,0.0,0.013164998306165007,-0.08343610941727611,-0.03513555555555555,0.01944202029333422,bayes_qmix_independent_mean_minus_qmix,0.16668901485813303,-0.12468901485813307,0.02099999999999998,0.05864298764558296,0.24848904934417357,-0.16915571601084026,0.03966666666666666,0.08405553719614989,0.10310832117931697,-0.08067338640849624,0.01121746738541037,0.036988061241443076,0.853978022260165,-0.7179780222601648,0.06800000000000006,0.3163731973476894,0.08233767912191978,-0.06709540777670217,0.007621135672608803,0.03007502891474185,1.0664830315800127,-0.8944830315800131,0.08599999999999985,0.39466568130507607,1.0,0.0,0.0,0.0,0.0,19.439327379739076,-24.11318553049231,-2.3369290753766165,8.765415426193378,6.2677923656351275,-17.474212217556524,-5.603209925960698,4.778335836813977,0.15312819724733845,-0.11046153058067182,0.021333333333333315,0.05305029060555028,0.0928723464242372,-0.10620567975757053,-0.006666666666666672,0.040066611203511286,0.10596369676341644,-0.08468591898563863,0.010638888888888899,0.0383703022218042,0.30138831936992877,-0.2230460971477066,0.03917111111111108,0.10554811232236616,0.07289523691278935,-0.08179745913501149,-0.004451111111111072,0.031133582281501312,0.11302061975427226,-0.08364228727596752,0.014689166239152368,0.03958054228916684,3,,,,,,,,,0.2986297386891429,-0.689026600978647,-0.19519843114475202,0.19877654667930708,multi,,,,,,,,,0.023870794606621518,-0.04128019250059549,-0.008704698946986986,0.013112342532298945,0.0,0.0,0.0,0.0,0.18788986510971445,-0.14150153200764715,0.02319416655103364,0.06629358998179954,0.5010396408211976,-0.37733741859897524,0.061851111111111155,0.17678290670679594,0.001749302897557431,-0.0010337473420018754,0.00035777777777777777,0.0005601190349678659,"43,44,45"
0.0,0.0,0.0,0.0,0.007480269920327739,-0.047126936586994406,-0.01982333333333333,0.01716128425748653,bayes_qmix_independent_sample_minus_qmix,0.07972302512646513,-0.22022302512646513,-0.07024999999999999,0.09426337217251107,0.10046217087337939,-0.2729621708733794,-0.08625,0.11735522996441193,0.026424581227989116,-0.08173313530388797,-0.027654277037949426,0.03399048288242523,0.0893589580760748,-0.3683589580760748,-0.1395,0.14384598244882138,0.03386181955011929,-0.07669284540555385,-0.021415512927717283,0.0347437664851267,0.1207069262814583,-0.4722069262814582,-0.17574999999999996,0.18633370602228677,0.5,0.0,0.0,0.0,0.0,-1.8100321318216972,-12.567248776262346,-7.188640454042021,3.3806463370335162,10.662278936014275,-18.691424545584006,-4.0145728047848666,9.224922527215048,0.04900609453384734,-0.15850609453384734,-0.05474999999999999,0.0652143900275596,-0.0014535000000000103,-0.038046499999999914,-0.019749999999999962,0.01149999999999997,0.029935978486763777,-0.004352645153430458,0.01279166666666666,0.010775808812128924,0.06192240578278971,-0.16444907244945642,-0.051263333333333355,0.07114125651547647,0.0706464644614726,-0.010577575572583715,0.030034444444444447,0.025526096805171695,0.02322090234866185,-0.06166840189954084,-0.019223749775439496,0.02667797116536854,4,,,,,,,,,0.8638534416334838,-1.6942898585958437,-0.41521820848117996,0.8039419548175134,multi,,,,,,,,,0.008137844083185325,-0.027015145663076653,-0.009438650789945664,0.011047451208756122,0.0,0.0,0.0,0.0,0.03661922060939028,-0.09438547043743085,-0.028883124914020286,0.041170550297555356,0.09765125291328275,-0.25169458624661606,-0.07702166666666665,0.10978813298551189,0.0005058585282821002,-0.0012314140838376557,-0.00036277777777777773,0.0005459687655938894,"43,44,45,46"
0.0,0.0,0.0,0.0,0.02294110175213467,-0.04915135697595556,-0.013105127611910444,0.022656335238243314,bayes_qmix_independent_sample_minus_qmix,-0.04918573791903577,-0.18581426208096422,-0.1175,0.04293793971147972,-0.04173317821686501,-0.23876682178313502,-0.14025,0.061921321045339414,0.05403866659634386,-0.09773300442412143,-0.021847168913888784,0.04769694249543221,0.234642416338725,-0.4926424163387249,-0.12899999999999995,0.22856217243163102,0.0011915568308258837,-0.0921490926246456,-0.04547876789690986,0.0293339564599219,0.2808351449800623,-0.6138351449800621,-0.16649999999999987,0.28116602450035333,0.7,0.01463700000001046,-0.007637000000005457,0.003500000000002501,0.007000000000005002,-5.494308752501497,-18.02063957635504,-11.757474164428269,3.9366218805322264,-1.370795439347149,-10.706831875812835,-6.038813657579992,2.9340152220193856,-0.02842840024741935,-0.13207159975258062,-0.08024999999999999,0.03257171574643661,0.015422748036170924,-0.04342274803617084,-0.013999999999999957,0.018493242008906903,0.02612483958445694,-0.01895817291779028,0.0035833333333333307,0.01416813717858178,0.12030119228492903,-0.21396001110801927,-0.04682940941154512,0.10504751835102083,0.0818507484589154,-0.032671307844458077,0.02458972030722867,0.035990589661651,0.04510994772239113,-0.08021953021547282,-0.017554791246540843,0.039387013808253914,4,,,,,,,,,0.7410190167583739,-2.2268227657131345,-0.7429018744773803,0.9326969775209015,multi,,,,,,,,,0.008574937291603715,-0.019330781973843872,-0.005377922341120079,0.008769867776696288,0.0,0.0,0.0,0.0,0.07325823748626503,-0.13149698706113494,-0.029119374787434954,0.06434796497404148,0.1953764769876794,-0.3507540884980869,-0.07768880575520376,0.17163122736824837,0.00016185538055916852,-0.000983123721159847,-0.00041063417030033915,0.0003598300131109413,"43,44,45,46"
0.0,0.0,0.0,0.0,0.02394227162186018,-0.06234227162186019,-0.019200000000000005,0.017365699838019704,bayes_qmix_independent_sample_minus_qmix,0.0994328308998067,-0.18343283089980672,-0.042000000000000016,0.056929781309961104,0.13461266997161786,-0.22461266997161788,-0.045000000000000005,0.07229799443967998,0.011740201746140561,-0.06938001194017357,-0.028819905097016502,0.016326322522140398,0.5346967957561978,-0.6780301290895313,-0.07166666666666677,0.24407444219609178,0.05485791558221774,-0.07792793200833088,-0.011535008213056572,0.02672459151207618,0.6764990214607494,-0.8298323547940825,-0.07666666666666651,0.3031655213465628,1.0,0.0,0.0,0.0,0.0,12.059688373890395,-27.89948121812816,-7.919896422118882,8.042216123824943,4.838545562789208,-18.21879464543197,-6.690124541321381,4.6405397081152495,0.08923364312802537,-0.14990030979469204,-0.030333333333333334,0.048128300752606386,0.04904580804136577,-0.09504580804136573,-0.022999999999999982,0.02899999999999997,0.09468929845246134,-0.07424485400801688,0.010222222222222228,0.03399982979260227,0.1306283866228245,-0.1947039421783801,-0.0320377777777778,0.06547665847413316,0.05944348486070575,-0.03066718856440938,0.014388148148148186,0.018135750020514294,0.048985643661347646,-0.07301397716261704,-0.012014166750634695,0.024553746429380064,3,,,,,,,,,-0.20439834212218472,-0.8799953791043538,-0.5421968606132692,0.13597122861911531,multi,,,,,,,,,0.016935906598423717,-0.03212101898155337,-0.007592556191564824,0.009873238155664144,0.0,0.0,0.0,0.0,0.1053513367332317,-0.1302946715809204,-0.012471667423844349,0.04742631408330345,0.2809368975861171,-0.34745245314167267,-0.033257777777777754,0.1264701699274635,0.00115565469436151,-0.0014608398795466953,-0.00015259259259259262,0.0005265979014335687,"43,44,45"
0.0,0.0,0.0,0.0,-0.031205495624093835,-0.0887978377092395,-0.06000166666666667,0.01809941611726765,bayes_qmix_shared_mean_minus_qmix,0.07467740772934027,-0.1516774077293403,-0.038500000000000006,0.07113601994301715,0.09468750222868046,-0.18918750222868047,-0.04725,0.08921276067170361,0.007287258611066903,-0.10840749816301001,-0.05056011977597156,0.03635913160718948,0.0617935567720137,-0.8342935567720136,-0.3862499999999999,0.28161128646889605,0.044912710487740586,-0.026360392257364924,0.00927615911518783,0.022398838072000476,0.08298558326902206,-1.0664855832690223,-0.49175000000000013,0.36124172424200013,1.0,0.0,0.0,0.0,0.0,13.55898783943623,-19.201904659577185,-2.821458410070477,10.29569217442282,1.390941470630339,-9.138495610029956,-3.873777069699809,3.3090625646324,0.06197032244037163,-0.12397032244037162,-0.030999999999999993,0.05843514923970561,0.01799126271020335,-0.11199126271020327,-0.04699999999999996,0.04084931659975067,0.09574420450250637,-0.02045253783583969,0.03764583333333334,0.0365168894840811,0.006279462042420553,-0.2884005731535316,-0.14106055555555555,0.09260843343681717,0.09379186841143317,0.01805590936634472,0.05592388888888894,0.023801369907318806,0.002354796996116279,-0.10815021450050137,-0.052897708752192546,0.03472816200396532,4,,,,,,,,,1.272207271444318,0.23163662435936516,0.7519219479018415,0.3270178023522793,multi,,,,,,,,,0.0013268567334236703,-0.039378132065744836,-0.019025637666160583,0.012792265493139067,0.0,0.0,0.0,0.0,0.0037300286287188927,-0.19156877855898147,-0.0939193749651313,0.061376117909396725,0.009946741975706885,-0.5108500753090401,-0.25045166666666663,0.1636696471667967,0.0005103930768160971,-0.00019594863237165286,0.00015722222222222212,0.00022198042400620679,"43,44,45,46"
0.0,0.0,0.0,0.0,0.0011271637136213847,-0.06772271926917693,-0.03329777777777777,0.02163729823469463,bayes_qmix_shared_sample_minus_qmix,0.059125056752759766,-0.15862505675275979,-0.049750000000000016,0.06843183956804512,0.0829284514557694,-0.20392845145576943,-0.06050000000000001,0.09014987520790031,-0.00227707531259886,-0.0897911002240421,-0.046034087768320485,0.02750283623866853,0.033830681456860134,-0.8413306814568602,-0.40375,0.27503499777301077,0.04227098639527918,-0.03189421832764268,0.005188384033818251,0.02330773247106281,0.04672606752789066,-1.0642260675278907,-0.50875,0.349136434649837,1.0,0.0,0.0,0.0,0.0,4.837358083323242,-12.529169418091982,-3.84590566738437,5.457739629608807,-0.033300643443190836,-9.42430051626854,-4.728800579855865,2.9512884578332335,0.04047284842487368,-0.12197284842487366,-0.04074999999999999,0.051051444641655355,0.008166519243444158,-0.11166651924344403,-0.051749999999999935,0.03765966011530113,0.09537743355512694,-0.02012743355512693,0.037625000000000006,0.03629945540862787,-0.0029242882611317522,-0.280414600627757,-0.1416694444444444,0.08720625781477853,0.09024571773679134,0.01766317115209766,0.0539544444444445,0.022810354049243774,-0.0010966086014312024,-0.10515547487706425,-0.053126041739247724,0.03270234640968983,4,,,,,,,,,0.9356749146301317,-0.0657492041861909,0.4349628552219704,0.31471531075308695,multi,,,,,,,,,0.024424408314955223,-0.026142496139975033,-0.0008590439125099048,0.015891547597401086,0.0,0.0,0.0,0.0,-0.0014155406242455787,-0.1957532105708275,-0.09858437559753655,0.061074063465299165,-0.0037747749074034664,-0.52200855842593,-0.2628916666666667,0.16286416829620567,0.0004124829769647943,-0.0003347051991870168,3.888888888888876e-05,0.0002348171515247678,"43,44,45,46"
0.0,0.0,0.0,0.0,,,,,bdqn_mean_minus_ddqn,0.05114477264969544,-0.01514477264969544,0.018,0.020832666655999647,0.07094370529482587,-0.017943705294825866,0.0265,0.02793444707405774,,,,,0.44119565537056327,-0.4426956553705632,-0.0007499999999999452,0.27777853888784615,0.054160854683526084,-0.017574721263550523,0.01829306670998778,0.022544178487453367,0.5641099120381134,-0.5471099120381133,0.008500000000000035,0.3492205606776326,1.0,0.0,0.0,0.0,0.0,-6.955782355454891,-14.265617554621622,-10.610699955038257,2.2972455057092174,35.236872044017225,-5.2354039428700005,15.000734050573612,12.719131359801139,0.0516829359008512,-0.014682935900851207,0.018499999999999996,0.020856653614614206,0.22767780385607142,-0.20317780385607145,0.012249999999999983,0.13540402505095628,,,,,,,,,,,,,,,,,4,0.22625170287367383,-0.21870836954034054,0.0037716666666666454,0.13983660352420313,0.006906298335669337,-0.0038629650023359946,0.0015216666666666712,0.0033844322243888536,1.9548238668340858,-0.992704948879094,0.4810594589774959,0.9263132670374544,single,0.08484438818097179,-0.08201563874781198,0.0014143747165799095,0.052438726250403446,0.06885938796182993,-0.08029272129516328,-0.0057166666666666754,0.04687369869798655,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0010637208075799593,-0.0006370541409132925,0.0002133333333333334,0.0005344987267420653,"43,44,45,46"
0.0,0.0,0.0,0.0,,,,,bdqn_sample_minus_ddqn,-0.0003418659922497652,-0.03965813400775024,-0.020000000000000004,0.01235583532856709,0.003924339544843267,-0.04042433954484326,-0.018249999999999995,0.01393735986476635,,,,,0.24407660678367785,-0.45957660678367784,-0.10774999999999998,0.22113551652022492,0.034532524169551604,-0.06303155271263787,-0.014249514271543131,0.03066124352048695,0.33581141826527583,-0.5893114182652758,-0.12675,0.2907362779794317,1.0,0.0,0.0,0.0,0.0,1.2457345999038907,-14.750694332505592,-6.752479866300851,5.027161826652886,20.933712018382312,-1.9980623148996095,9.467824851741351,7.206717263759247,0.0007519222193608302,-0.038251922219360836,-0.018750000000000003,0.012257650672131259,0.13528352051546513,-0.23928352051546511,-0.05199999999999999,0.11771434350437783,,,,,,,,,,,,,,,,,4,0.12761301757146376,-0.2676696842381304,-0.07002833333333333,0.12422460773400194,0.002470565469688338,-0.0009305654696882967,0.0007700000000000207,0.0010688657886161643,1.4819091132077267,-0.5979555907623736,0.4419767612226765,0.6536344135669705,single,0.04785488134860854,-0.10037613161425901,-0.02626062513282524,0.04658422783245367,0.08120953119764283,-0.053739531197642784,0.013735000000000025,0.04241013903057373,,,,,0.0,0.0,0.0,0.0,,,,,,,,,-0.0001320658036175299,-0.0008712675297158033,-0.0005016666666666666,0.0002323072677870124,"43,44,45,46"
