reward_version,setting,algo,seed,n_agents,episodes,reward_mean,reward_std,detected_mean,completed_mean,detected_value_mean,completed_value_mean,sensor_coverage_ratio_mean,stay_ratio,boundary_hit_ratio,collision_ratio,revisit_ratio,sensor_revisit_ratio,new_observed_cells_per_step,tracking_progress_ratio
v3_frontier,shared_ddqn_3uav,ddqn,0,3,1000,-33.93674700000002,27.483454832735113,2.066,0.911,2.597,1.158,0.5228949998542667,0.2815584715930949,0.42447025441575104,0.38830812747249815,0.9937980462400239,0.8738706284453754,0.45843757018614756,0.0077029644405010485
v3_frontier,shared_ddqn_3uav,ddqn,42,3,1000,4.7628359999999885,14.440941643781537,2.707,1.305,3.369,1.605,0.681084999486804,0.03319337204033207,0.08350577368236599,0.13102787841448632,0.9935644592069753,0.8072574506508089,0.6014406861005266,0.0107013467089006
v3_frontier,shared_bdqn_3uav,bdqn,42,3,1000,0.54306699999999,11.197619123122148,1.853,0.745,2.319,0.928,0.467130000539124,0.20678328707657273,0.042055846142897806,0.0503909585824082,0.9937709044975804,0.8879029675491034,0.4088652860802733,0.006180170082550527
v3_frontier,shared_ddqn_3uav,ddqn,43,3,1000,2.9066069999999895,16.306099654072728,2.706,1.292,3.387,1.62,0.6669774990975856,0.062325481970367004,0.10110578186303981,0.11088324493313204,0.9936293960729825,0.8136559384004239,0.5873848236672056,0.010719359421412888
v3_frontier,shared_ddqn_3uav,ddqn,44,3,1000,4.27038899999999,12.507971093174097,2.445,1.119,3.072,1.403,0.6195074998438358,0.14445984337723144,0.05521968028244767,0.1004345177121203,0.9937020596630535,0.830122990606651,0.5463340497184673,0.009254981777929536
v3_frontier,shared_bdqn_3uav,bdqn,43,3,1000,-0.02952900000001648,9.8137769896793,2.227,0.871,2.793,1.072,0.5520550000816583,0.4756553055865511,0.026711122098759657,0.04880965903396297,0.9939018550565827,0.8609654134065645,0.4851388341362483,0.007385481604226384
v3_frontier,shared_bdqn_3uav,bdqn,44,3,1000,-14.349749000000006,20.76538241145582,2.017,0.833,2.515,1.025,0.5087699997276067,0.22567804374705344,0.21095188535745737,0.1611226749926614,0.9942781024559906,0.8729329561728889,0.4458943772849785,0.0068560474652861175
