episode=50 train_reward=-6.368 val_reward=-2.821 val_completed=2.000 coverage=0.705 collision=0.000 loss=0.0345
episode=100 train_reward=-7.355 val_reward=-9.651 val_completed=2.000 coverage=0.767 collision=0.124 loss=0.0152
episode=150 train_reward=-7.219 val_reward=-6.856 val_completed=2.000 coverage=0.765 collision=0.000 loss=0.0106
episode=200 train_reward=2.192 val_reward=1.195 val_completed=3.000 coverage=0.562 collision=0.000 loss=0.0818
episode=250 train_reward=22.804 val_reward=21.925 val_completed=4.000 coverage=0.338 collision=0.000 loss=0.1039
episode=300 train_reward=21.797 val_reward=21.245 val_completed=4.000 coverage=0.380 collision=0.000 loss=0.1379
episode=350 train_reward=23.108 val_reward=22.366 val_completed=4.000 coverage=0.308 collision=0.000 loss=0.1027
episode=400 train_reward=21.296 val_reward=22.744 val_completed=4.000 coverage=0.330 collision=0.000 loss=0.0704
episode=450 train_reward=22.762 val_reward=22.762 val_completed=4.000 coverage=0.305 collision=0.000 loss=0.1708
episode=500 train_reward=22.715 val_reward=22.774 val_completed=4.000 coverage=0.305 collision=0.000 loss=0.2129
episode=550 train_reward=22.704 val_reward=22.779 val_completed=4.000 coverage=0.285 collision=0.000 loss=0.0349
episode=600 train_reward=22.750 val_reward=22.748 val_completed=4.000 coverage=0.325 collision=0.000 loss=0.0268
episode=650 train_reward=22.718 val_reward=22.751 val_completed=4.000 coverage=0.282 collision=0.000 loss=0.0648
episode=700 train_reward=22.687 val_reward=22.727 val_completed=4.000 coverage=0.312 collision=0.000 loss=0.0222
episode=750 train_reward=22.726 val_reward=22.726 val_completed=4.000 coverage=0.338 collision=0.000 loss=0.0256
episode=800 train_reward=22.727 val_reward=23.169 val_completed=4.000 coverage=0.312 collision=0.000 loss=0.0350
episode=850 train_reward=22.679 val_reward=22.686 val_completed=4.000 coverage=0.380 collision=0.000 loss=0.0274
episode=900 train_reward=22.688 val_reward=22.684 val_completed=4.000 coverage=0.390 collision=0.000 loss=0.1003
episode=950 train_reward=22.340 val_reward=22.673 val_completed=4.000 coverage=0.395 collision=0.000 loss=0.0852
episode=1000 train_reward=22.727 val_reward=22.661 val_completed=4.000 coverage=0.390 collision=0.000 loss=0.0181
episode=1050 train_reward=22.728 val_reward=22.685 val_completed=4.000 coverage=0.305 collision=0.000 loss=0.0861
episode=1100 train_reward=22.644 val_reward=22.692 val_completed=4.000 coverage=0.278 collision=0.000 loss=0.0183
