episode,global_step,train_reward,train_detected,train_completed,train_completed_value,validation_reward,validation_reward_std,validation_detected,validation_completed,validation_completed_value,validation_coverage,validation_local_coverage,validation_overlap,validation_knowledge_overlap,validation_simultaneous_overlap,validation_collision,validation_episode_length,validation_first_detection,validation_first_completion,validation_stay,validation_local_sensor_revisit,validation_local_new_observed,validation_team_new_observed,validation_tracking_progress,best_score,loss,td_loss,kl_loss,q_mean,q_tot_mean,target_mean,epsilon,posterior_rebuilds,predictive_epistemic_std_mean,predictive_selected_std_mean,predictive_max_std_mean,td_residual_variance,posterior_std_mean,posterior_std_min,posterior_std_max,posterior_kl_per_parameter
50,7500,11.553999999999995,3,2,2,3.5926999999999976,8.339130550003397,2.05,1.01,1.24,0.45350000068545343,0.19545000083744526,0.2732612488510781,0.07166666666666666,0.09583943046711287,0.09837777777777777,150.0,25.288659793814432,64.32835820895522,0.0,0.8655111111111111,0.5145333333333333,1.1893333333333334,0.0067555555555555554,13.147830587560412,0.2680710554122925,,,6.284673690795898,6.284673690795898,6.16550350189209,0.64375,,,,,,,,,
100,14937,20.700999999999983,4,2,3,1.2644499999999979,8.661557114485825,1.82,0.87,1.09,0.4243249996006489,0.17405833199620246,0.2235839246622157,0.17333333333333337,0.0650769413388969,0.06088888888888889,150.0,17.694117647058825,66.5,0.0,0.8761777777777778,0.4574888888888889,1.1115333333333333,0.006311111111111111,13.147830587560412,0.4014648497104645,,,11.327579498291016,11.327579498291016,11.651081085205078,0.29049250000000004,,,,,,,,,
150,22355,8.313999999999993,3,2,2,11.268139999999999,10.398741836414628,2.16,1.69,2.02,0.5131749984622002,0.22782500043511392,0.2987724153591472,0.0875,0.07016862266782373,0.06678375213906151,148.04,18.378947368421052,72.27586206896552,0.0,0.8249572187697018,0.6088219400162118,1.366319913536882,0.012158875979465009,23.079334290637064,0.48048970103263855,,,9.424432754516602,9.424432754516602,9.694164276123047,0.050000000000000044,,,,,,,,,
200,29800,23.915999999999986,3,3,4,11.523919999999992,10.572999251565271,2.45,1.61,2.07,0.5599999958276749,0.25390000097453597,0.32383518215143164,0.06333333333333332,0.05979985432407976,0.04712904806450176,149.66,22.693877551020407,73.3452380952381,0.0,0.8029533609514901,0.6719230255245222,1.476680475745022,0.011292262461579581,23.079334290637064,0.518921971321106,,,11.442523956298828,11.442523956298828,10.932110786437988,0.050000000000000044,,,,,,,,,
250,37169,38.30600000000001,4,4,5,9.749009999999993,10.590464030905341,2.26,1.46,1.86,0.5297499984502793,0.24897499948740007,0.35793760932338775,0.13416666666666666,0.08518334958443016,0.07463452739649593,149.35,19.063157894736843,73.6375,0.0,0.808860618234572,0.6601272179444259,1.3987278205557416,0.010355987055016181,23.079334290637064,0.4469295144081116,,,10.600347518920898,10.600347518920898,10.740211486816406,0.050000000000000044,,,,,,,,,
300,44441,29.13099999999998,3,3,4,14.927029999999991,10.47123141798995,2.51,1.99,2.54,0.5919999983906746,0.2824166648089886,0.3718427970066021,0.14,0.06685128353545233,0.06078774813617174,148.44,19.0,64.79120879120879,0.0,0.7833917183149196,0.7542890505703763,1.575047157100512,0.014281864726488817,28.03074207205687,0.3634449541568756,,,10.941617965698242,10.941617965698242,10.894397735595703,0.050000000000000044,,,,,,,,,
350,51660,27.46399999999997,4,3,4,15.92200999999999,11.519716433571613,2.53,1.93,2.48,0.6284999990463257,0.30771666452288626,0.40800287726456885,0.09083333333333334,0.07092888326407729,0.06847273958686081,147.65,19.38144329896907,80.27472527472527,0.0,0.7495428377920759,0.826865334687888,1.6823569251608534,0.013929337396997404,28.03074207205687,0.3160322308540344,,,9.145790100097656,9.145790100097656,9.188674926757812,0.050000000000000044,,,,,,,,,
400,58970,16.66700000000001,3,3,3,19.23744999999999,10.89054259288764,2.73,2.2,2.83,0.651899999678135,0.33199166670441627,0.43931995590065126,0.07916666666666665,0.07479903640383387,0.07827872551674339,147.72,18.12,67.4375,0.0,0.7321283509341998,0.8922059752685261,1.744922826969943,0.016088997201913532,31.277793911326604,0.3495892286300659,,,8.953834533691406,8.953834533691406,9.145151138305664,0.050000000000000044,,,,,,,,,
450,66294,17.915999999999986,3,1,2,19.363109999999992,11.117116723229088,2.79,2.25,2.88,0.672900002002716,0.3494833332300186,0.45149405929877917,0.12083333333333333,0.07646226480886663,0.09810410203378145,145.05,17.97,63.642105263157895,0.0,0.722831207629553,0.956865448695852,1.8349534643226473,0.01672986326554062,31.915489524672235,0.46008116006851196,,,9.427318572998047,9.427318572998047,9.758158683776855,0.050000000000000044,,,,,,,,,
500,73495,23.65200000000001,3,3,4,16.427809999999994,11.234034243934804,2.51,2.06,2.62,0.6110500022768974,0.31390000239014626,0.43812850248998686,0.12333333333333334,0.07272405439716623,0.06217176929251233,145.35,21.46938775510204,60.47872340425532,0.0,0.7529182433207201,0.8569659442724458,1.6609563123495013,0.015434009861254443,31.915489524672235,0.25448405742645264,,,10.263924598693848,10.263924598693848,10.283905029296875,0.050000000000000044,,,,,,,,,
550,80828,22.56100000000001,2,2,3,19.71928999999999,10.976797986020326,2.87,2.4,2.97,0.6799250012636184,0.36115000024437904,0.4714024335801101,0.1383333333333333,0.06797995494615554,0.06646421423148595,144.89,15.98,53.765306122448976,0.0,0.7093887316815055,0.9901304437849403,1.8563738008144108,0.01743851657579313,33.88200343018445,0.28199511766433716,,,10.324960708618164,10.324960708618164,10.426288604736328,0.050000000000000044,,,,,,,,,
600,88048,38.501999999999995,4,4,5,18.53431999999999,10.681644260955329,2.76,2.19,2.76,0.6700499990582466,0.3316499987244606,0.3987927805395672,0.13749999999999998,0.06543827571457317,0.05995513561280674,147.11,16.52,60.23711340206186,0.0,0.7356173384995355,0.8949765481612398,1.801509074841955,0.016359640178551196,33.88200343018445,0.38224366307258606,,,10.406389236450195,10.406389236450195,10.694615364074707,0.050000000000000044,,,,,,,,,
650,95156,25.58099999999998,3,3,4,18.19601999999999,10.590957007730696,2.72,2.29,2.91,0.677150000333786,0.3481166644394398,0.45140087918385874,0.0925,0.05829142922109477,0.0625934484164741,147.14,19.92,51.98979591836735,0.0,0.7319786144714784,0.9395586969326265,1.8204431154002991,0.01656019210729011,33.88200343018445,0.3854129910469055,,,12.263862609863281,12.263862609863281,12.139070510864258,0.050000000000000044,,,,,,,,,
