collision_agent_ratio_difference_ci95_high,collision_agent_ratio_difference_ci95_low,collision_agent_ratio_difference_mean,comparison,completed_mean_difference_ci95_high,completed_mean_difference_ci95_low,completed_mean_difference_mean,completed_value_mean_difference_ci95_high,completed_value_mean_difference_ci95_low,completed_value_mean_difference_mean,coverage_overlap_ratio_mean_difference_ci95_high,coverage_overlap_ratio_mean_difference_ci95_low,coverage_overlap_ratio_mean_difference_mean,detected_mean_difference_ci95_high,detected_mean_difference_ci95_low,detected_mean_difference_mean,detected_to_completed_ratio_difference_ci95_high,detected_to_completed_ratio_difference_ci95_low,detected_to_completed_ratio_difference_mean,detected_value_mean_difference_ci95_high,detected_value_mean_difference_ci95_low,detected_value_mean_difference_mean,knowledge_overlap_ratio_mean_difference_ci95_high,knowledge_overlap_ratio_mean_difference_ci95_low,knowledge_overlap_ratio_mean_difference_mean,local_sensor_revisit_ratio_difference_ci95_high,local_sensor_revisit_ratio_difference_ci95_low,local_sensor_revisit_ratio_difference_mean,mean_local_coverage_ratio_mean_difference_ci95_high,mean_local_coverage_ratio_mean_difference_ci95_low,mean_local_coverage_ratio_mean_difference_mean,n_pairs,reward_mean_difference_ci95_high,reward_mean_difference_ci95_low,reward_mean_difference_mean,seeds,team_coverage_ratio_mean_difference_ci95_high,team_coverage_ratio_mean_difference_ci95_low,team_coverage_ratio_mean_difference_mean,team_new_observed_cells_per_env_step_difference_ci95_high,team_new_observed_cells_per_env_step_difference_ci95_low,team_new_observed_cells_per_env_step_difference_mean,tracking_progress_ratio_difference_ci95_high,tracking_progress_ratio_difference_ci95_low,tracking_progress_ratio_difference_mean
-0.054309455233567894,-0.1423963832028348,-0.09835291921820134,qmix_ddqn_minus_shared_ddqn,0.22994824387582025,0.017480327552751238,0.12371428571428573,0.27034372794431866,0.021370557769967102,0.14585714285714288,0.031853642191350055,-0.039255367278641574,-0.0037008625436457587,0.3198156650504913,-0.0021013793362058275,0.15885714285714275,0.03959615859110899,-0.0034548364772482403,0.018070661056930375,0.3889350474708673,-0.022649333185153164,0.18314285714285708,-0.00901771172289845,-0.041268002562815834,-0.025142857142857144,0.009939787080332798,-0.04637305770121802,-0.018216635310442614,0.04862860186833744,-0.017514792555244532,0.01555690465654645,7,3.8604839767116976,0.6001200232882906,2.2303019999999942,"42,43,44,45,46,47,48",0.07800738979495533,-0.0012781040098252816,0.038364642892565026,0.21581503867467303,-0.003789398085417034,0.106012820294628,0.0018640491051640712,5.314609325749917e-05,0.0009585975992107852
