collision_agent_ratio_difference_ci95_high,collision_agent_ratio_difference_ci95_low,collision_agent_ratio_difference_mean,comparison,completed_mean_difference_ci95_high,completed_mean_difference_ci95_low,completed_mean_difference_mean,completed_value_mean_difference_ci95_high,completed_value_mean_difference_ci95_low,completed_value_mean_difference_mean,coverage_overlap_ratio_mean_difference_ci95_high,coverage_overlap_ratio_mean_difference_ci95_low,coverage_overlap_ratio_mean_difference_mean,detected_mean_difference_ci95_high,detected_mean_difference_ci95_low,detected_mean_difference_mean,detected_to_completed_ratio_difference_ci95_high,detected_to_completed_ratio_difference_ci95_low,detected_to_completed_ratio_difference_mean,detected_value_mean_difference_ci95_high,detected_value_mean_difference_ci95_low,detected_value_mean_difference_mean,knowledge_overlap_ratio_mean_difference_ci95_high,knowledge_overlap_ratio_mean_difference_ci95_low,knowledge_overlap_ratio_mean_difference_mean,local_sensor_revisit_ratio_difference_ci95_high,local_sensor_revisit_ratio_difference_ci95_low,local_sensor_revisit_ratio_difference_mean,mean_local_coverage_ratio_mean_difference_ci95_high,mean_local_coverage_ratio_mean_difference_ci95_low,mean_local_coverage_ratio_mean_difference_mean,n_pairs,reward_mean_difference_ci95_high,reward_mean_difference_ci95_low,reward_mean_difference_mean,seeds,team_coverage_ratio_mean_difference_ci95_high,team_coverage_ratio_mean_difference_ci95_low,team_coverage_ratio_mean_difference_mean,team_new_observed_cells_per_env_step_difference_ci95_high,team_new_observed_cells_per_env_step_difference_ci95_low,team_new_observed_cells_per_env_step_difference_mean,tracking_progress_ratio_difference_ci95_high,tracking_progress_ratio_difference_ci95_low,tracking_progress_ratio_difference_mean
-0.05145483680136526,-0.14437402623347537,-0.09791443151742031,shared_bdqn_minus_shared_ddqn,0.16883599625078108,-0.17683599625078109,-0.0040000000000000036,0.20161355878027729,-0.2167564159231344,-0.007571428571428562,0.013814640600328845,-0.07932986549530233,-0.03275761244748674,-0.01088008739883134,-0.3831199126011688,-0.19700000000000006,0.0734086519275251,-0.011008093576620907,0.031200279175452095,-0.038063926319047814,-0.4996503593952379,-0.26885714285714285,0.027483244392574813,-0.037078482487812904,-0.004797619047619046,0.0646271982629689,-0.007299897848481767,0.028663650207243565,-0.0007087362877617048,-0.06712435869227384,-0.033916547490017775,7,1.0496197692727456,-4.728258340701322,-1.8393192857142882,"42,43,44,45,46,47,48",-0.0005008940097656553,-0.09040910615482836,-0.045455000082297005,-0.002031589710296461,-0.24317935065821,-0.12260547018425323,0.0010117535383532927,-0.0013874491828876389,-0.00018784782226717315
