group,metric,early,late,raw_delta_late_minus_early,improvement_positive_is_better,last_available_seed_count
BDQN ego_legacy,validation_completed,0.17319444444444446,2.712222222222222,2.5390277777777777,2.5390277777777777,4
BDQN ego_legacy,validation_completed_value,0.22916666666666663,3.3974999999999995,3.168333333333333,3.168333333333333,4
BDQN ego_legacy,validation_coverage,0.4537371520873987,0.6826736109579604,0.22893645887056174,0.22893645887056174,4
BDQN ego_legacy,validation_reward,3.5445186111111155,25.422981666666676,21.87846305555556,21.87846305555556,4
BDQN ego_legacy,validation_first_completion,75.41457981275452,31.023935503151417,-44.390644309603104,44.390644309603104,4
BDQN ego_legacy,validation_first_detection,17.832415764589197,24.147196690544902,6.314780925955706,-6.314780925955706,4
BDQN ego_legacy,validation_tracking_progress,0.0035357228588746097,0.05960202074724064,0.056066297888366035,0.056066297888366035,4
BDQN ego_legacy,validation_stay,0.0,0.0,0.0,0.0,4
BDQN ego_legacy,loss,0.013959680855300069,0.4494484104216099,0.4354887295663098,-0.4354887295663098,4
BDQN ego_legacy,q_mean,0.7335961910171641,7.677225828170776,6.943629637153612,6.943629637153612,4
