algo,completed_mean,completed_value_mean,detected_mean,detected_to_completed_ratio,detected_value_mean,first_completion_step_mean,first_detection_step_mean,had_completion_mean,had_detection_mean,reward_mean,run_dir,seed,sensor_coverage_ratio_mean,stay_ratio,tracking_progress_ratio
bdqn,2.839,3.555,2.923,0.9712624016421485,3.646,31.01715438950555,26.10954773869347,0.991,0.995,26.856115000000006,run2/refund/test/ego_legacy/p0_7/bdqn/seed42,42,0.7297000004053116,0.0,0.06269309896117302
bdqn,2.745,3.462,2.846,0.9645115952213633,3.574,31.285570131180627,25.302816901408452,0.991,0.994,26.34653300000001,run2/refund/test/ego_legacy/p0_7/bdqn/seed43,43,0.7304850001335144,0.0,0.060036184613610315
bdqn,2.642,3.277,2.692,0.9814264487369985,3.332,31.89238578680203,26.411347517730498,0.985,0.987,24.295875000000006,run2/refund/test/ego_legacy/p0_7/bdqn/seed44,44,0.7005074996650219,0.0,0.057074453303691666
bdqn,2.657,3.347,2.771,0.9588596174666185,3.478,33.284412955465584,25.429577464788732,0.988,0.994,25.020280000000014,run2/refund/test/ego_legacy/p0_7/bdqn/seed45,45,0.706607499241829,0.0,0.05782128485401981
