episode,global_step,train_reward,train_detected,train_completed,train_completed_value,validation_reward,validation_reward_std,validation_detected,validation_completed,validation_completed_value,validation_coverage,validation_local_coverage,validation_overlap,validation_knowledge_overlap,validation_simultaneous_overlap,validation_collision,validation_episode_length,validation_first_detection,validation_first_completion,validation_stay,validation_local_sensor_revisit,validation_local_new_observed,validation_team_new_observed,validation_tracking_progress,best_score,loss,td_loss,kl_loss,q_mean,q_tot_mean,target_mean,epsilon,posterior_rebuilds,predictive_epistemic_std_mean,predictive_selected_std_mean,predictive_max_std_mean,td_residual_variance,posterior_std_mean,posterior_std_min,posterior_std_max,posterior_kl_per_parameter
50,7500,18.995999999999974,3,1,2,4.262089999999995,8.406860017979358,2.08,0.84,1.11,0.5203500002622604,0.23035000182688237,0.296046424710723,0.13333333333333333,0.07283063987508812,0.07868888888888889,150.0,24.703296703296704,56.66129032258065,0.0,0.8351333333333333,0.6076,1.3676,0.005644444444444444,11.281786580948342,0.08075243979692459,,,6.337165832519531,6.337165832519531,6.345203876495361,0.64375,,,,,,,,,
100,15000,20.91099999999997,3,2,3,4.184469999999998,9.943756266577537,2.07,0.89,1.16,0.5128749997913837,0.22230833470821382,0.2824868261581047,0.11416666666666667,0.06915579778666725,0.05758893721422995,149.45,19.066666666666666,64.35,0.0,0.8429798148767704,0.5883127021300324,1.3526262964202074,0.006312033009925282,11.930081535832484,0.1575387418270111,,,6.207508563995361,6.207508563995361,6.256662845611572,0.2875000000000001,,,,,,,,,
150,22473,1.451000000000005,2,0,0,9.353999999999996,9.166752589657902,2.36,1.21,1.51,0.5773999983072281,0.28170833200216294,0.3891698968244043,0.18416666666666665,0.06971336351890109,0.06406920630684725,149.89,28.412371134020617,76.55696202531645,0.0,0.7910022905686392,0.7451019636622412,1.5208486223230369,0.00882869659972869,16.406682965484713,0.28774017095565796,,,6.610683441162109,6.610683441162109,6.747891902923584,0.050000000000000044,,,,,,,,,
200,29843,18.770999999999994,2,2,3,12.31297999999999,10.029734765167012,2.53,1.64,2.03,0.6232000029087067,0.3162500013411045,0.4231087618396879,0.0975,0.06938647287943009,0.06530365189320061,148.69,21.78,64.91111111111111,0.0,0.757078485439505,0.8440379312663931,1.6563319658349587,0.011791871230972717,22.653258412438618,0.33904725313186646,,,8.995622634887695,8.995622634887695,9.267986297607422,0.050000000000000044,,,,,,,,,
250,37328,14.123999999999992,3,3,3,12.806829999999996,10.821387876843703,2.43,1.44,1.89,0.6048750016093254,0.29085000082850454,0.38866465922497134,0.08333333333333331,0.07084455590148518,0.06731374134986969,148.36,20.255102040816325,77.76543209876543,0.0,0.7805338366136425,0.7774332704232947,1.6106093286600163,0.011323806956052845,22.653258412438618,0.29026418924331665,,,8.65655517578125,8.65655517578125,8.900489807128906,0.050000000000000044,,,,,,,,,
300,44671,9.510999999999974,4,1,1,15.821569999999992,9.659316082678933,2.5,1.66,2.13,0.6238249996304512,0.3130916666984558,0.4204914593861471,0.115,0.06381448897958406,0.06364768129474012,149.94,20.636363636363637,77.50574712643679,0.0,0.7638166377662176,0.8285758747943622,1.6441910097372283,0.01520608243297319,23.388998565709564,0.4173373878002167,,,9.375795364379883,9.375795364379883,9.478737831115723,0.050000000000000044,,,,,,,,,
350,52084,29.55100000000002,3,3,4,15.964169999999992,11.315035786116624,2.46,1.92,2.38,0.6094249999523162,0.2981999996304512,0.38768544295283347,0.09416666666666666,0.07127963530372063,0.07116028599873292,147.32,21.7979797979798,70.04255319148936,0.0,0.7666078378133768,0.8028780885147977,1.6343334238392615,0.017784414879174586,26.856564724135556,0.26217103004455566,,,9.704505920410156,9.704505920410156,9.570907592773438,0.050000000000000044,,,,,,,,,
400,59515,16.49599999999998,3,3,3,15.756619999999993,10.990474006866124,2.67,2.04,2.6,0.6445499986410141,0.32307500049471854,0.41946523234822664,0.12083333333333332,0.0794482730144883,0.07333423011389113,148.68,24.744897959183675,68.92391304347827,0.0,0.7608286252354048,0.8624562819478073,1.7138821630347054,0.015828176845125996,28.672039713168104,0.46393007040023804,,,10.698230743408203,10.698230743408203,10.743819236755371,0.050000000000000044,,,,,,,,,
450,66765,24.21599999999999,3,2,3,20.26797999999998,8.703980475598502,2.63,2.18,2.85,0.66325000166893,0.35814166858792307,0.4816635922431835,0.17166666666666663,0.07782635541661631,0.06667112627377528,149.49,12.99,46.234693877551024,0.0,0.725221308002765,0.951613262871541,1.7546324168840726,0.019979039846589514,31.41436049958573,0.3423272669315338,,,8.701196670532227,8.701196670532227,8.668195724487305,0.050000000000000044,,,,,,,,,
500,74071,31.73599999999997,3,3,4,20.019639999999985,10.74881465327223,2.83,2.22,2.79,0.6960499987006188,0.37049166604876516,0.48407257444309243,0.09833333333333333,0.07176187611190961,0.06815306767868437,147.56,16.84,53.084210526315786,0.0,0.7096774193548387,0.9975377247673263,1.8664949850908106,0.020262943887232314,31.564567541515228,0.2755669355392456,,,9.604474067687988,9.604474067687988,9.766205787658691,0.050000000000000044,,,,,,,,,
