ablation,algo,boundary_hit_ratio_ci95_high,boundary_hit_ratio_ci95_low,boundary_hit_ratio_mean,boundary_hit_ratio_std,completed_mean_ci95_high,completed_mean_ci95_low,completed_mean_mean,completed_mean_std,completed_value_mean_ci95_high,completed_value_mean_ci95_low,completed_value_mean_mean,completed_value_mean_std,detected_mean_ci95_high,detected_mean_ci95_low,detected_mean_mean,detected_mean_std,detected_to_completed_ratio_ci95_high,detected_to_completed_ratio_ci95_low,detected_to_completed_ratio_mean,detected_to_completed_ratio_std,detected_value_mean_ci95_high,detected_value_mean_ci95_low,detected_value_mean_mean,detected_value_mean_std,n_seeds,new_observed_cells_per_step_ci95_high,new_observed_cells_per_step_ci95_low,new_observed_cells_per_step_mean,new_observed_cells_per_step_std,reward_mean_ci95_high,reward_mean_ci95_low,reward_mean_mean,reward_mean_std,seeds,sensor_coverage_ratio_mean_ci95_high,sensor_coverage_ratio_mean_ci95_low,sensor_coverage_ratio_mean_mean,sensor_coverage_ratio_mean_std,sensor_revisit_ratio_ci95_high,sensor_revisit_ratio_ci95_low,sensor_revisit_ratio_mean,sensor_revisit_ratio_std,stay_ratio_ci95_high,stay_ratio_ci95_low,stay_ratio_mean,stay_ratio_std,tracking_progress_ratio_ci95_high,tracking_progress_ratio_ci95_low,tracking_progress_ratio_mean,tracking_progress_ratio_std
v3,bdqn,0.20298129350441294,0.09650833094587927,0.1497448122251461,0.0575604781941503,0.5271725125112751,0.37254177320301063,0.44985714285714284,0.08359511263909428,0.6640366799880965,0.4582490342976179,0.5611428571428572,0.11125111021382897,1.6909710149104613,1.2970289850895387,1.494,0.21296948138172286,0.3238933207690123,0.2763077860460132,0.30010055340751274,0.025725273984692366,2.1224649070697352,1.6123922357874083,1.8674285714285717,0.27575100915068124,7,1.0909020681460546,0.850857179749754,0.9708796239479043,0.1297709599895516,1.3469552076507663,-1.2748646362221963,0.0360452857142851,1.4173852246224052,"42,43,44,45,46,47,48",0.4115708167394993,0.3215156113945376,0.36654321406701845,0.04868485443596717,0.786360584407433,0.7096343157188129,0.7479974500631229,0.04147908172783215,0.4421465814445407,0.166791704525666,0.30446914298510336,0.1488599359657012,0.01442570899301137,0.010586363504531404,0.012506036248771387,0.0020755932488303614
v3,ddqn,0.2620414011760533,0.06991889934005159,0.16598015025805243,0.11488467134609871,1.1331134565920746,0.40488654340792546,0.769,0.4354623159027984,1.415735857617658,0.5112641423823421,0.9635,0.5408525016780718,2.462587490876697,1.3836625091233028,1.923125,0.645171391957207,0.45588708689010726,0.285584843041806,0.3707359649659566,0.1018366777813267,3.081956119565257,1.740293880434743,2.411125,0.8022820019882572,8,0.8820012910068322,0.5455313848189667,0.7137663379128995,0.20120097448680024,7.119245213046567,-14.008750463046578,-3.444752625000006,12.634037222364075,"0,42,43,44,45,46,47,48",0.615649256671444,0.33911261757217304,0.4773809371218085,0.16536231099672846,0.8415662527252179,0.7660734000317149,0.8038198263784664,0.04514292437267911,0.37172242214506923,0.10445027167712567,0.23808634691109745,0.15982236788007964,0.011680569564968709,0.008526785632411837,0.010103677598690273,0.001885887530746842
v3,qmix_ddqn,0.5327118730972362,0.00013864714668160305,0.26642526012195894,0.10718613596295844,1.2028227190302818,0.40651061430305174,0.8046666666666668,0.16026644481404498,1.4733178264351972,0.5060155068981365,0.9896666666666668,0.19468007944659704,2.2529314535283107,1.7804018798050234,2.016666666666667,0.09510169994975563,0.5653257741142098,0.2306402324418467,0.39798300327802827,0.06735909397341898,2.832813256017418,2.143186743982582,2.488,0.1387948125831799,3,0.4875776974589812,0.4075210862459511,0.44754939185246617,0.01611226099265123,1.8258514302011122,-40.399277430201124,-19.286713000000006,8.49826499446428,"42,43,44",0.5538368151918729,0.4670781843477804,0.5104574997698267,0.017461115107724905,0.8810160223670406,0.8532988543304966,0.8671574383487686,0.005578380581131559,0.4007856194331236,-0.052704668647025055,0.17404047539304926,0.09126983728722568,0.00966574030542333,0.0039059482542556923,0.006785844279839511,0.0011592205988442605
