ablation,boundary_hit_ratio_difference_ci95_high,boundary_hit_ratio_difference_ci95_low,boundary_hit_ratio_difference_mean,comparison,completed_mean_difference_ci95_high,completed_mean_difference_ci95_low,completed_mean_difference_mean,completed_value_mean_difference_ci95_high,completed_value_mean_difference_ci95_low,completed_value_mean_difference_mean,detected_mean_difference_ci95_high,detected_mean_difference_ci95_low,detected_mean_difference_mean,detected_to_completed_ratio_difference_ci95_high,detected_to_completed_ratio_difference_ci95_low,detected_to_completed_ratio_difference_mean,detected_value_mean_difference_ci95_high,detected_value_mean_difference_ci95_low,detected_value_mean_difference_mean,n_pairs,new_observed_cells_per_step_difference_ci95_high,new_observed_cells_per_step_difference_ci95_low,new_observed_cells_per_step_difference_mean,reward_mean_difference_ci95_high,reward_mean_difference_ci95_low,reward_mean_difference_mean,seeds,sensor_coverage_ratio_mean_difference_ci95_high,sensor_coverage_ratio_mean_difference_ci95_low,sensor_coverage_ratio_mean_difference_mean,sensor_revisit_ratio_difference_ci95_high,sensor_revisit_ratio_difference_ci95_low,sensor_revisit_ratio_difference_mean,stay_ratio_difference_ci95_high,stay_ratio_difference_ci95_low,stay_ratio_difference_mean,tracking_progress_ratio_difference_ci95_high,tracking_progress_ratio_difference_ci95_low,tracking_progress_ratio_difference_mean
v3,0.061723937835089324,-0.02034029842727383,0.020691819703907748,bdqn_minus_ddqn,0.1384276056506969,-0.7361418913649825,-0.2988571428571428,0.16980924071907516,-0.9189520978619323,-0.3745714285714286,0.25283219484131103,-1.0702607662698824,-0.4087142857142857,0.04346131335701461,-0.16467135699937144,-0.06060502182117842,0.30771488618625376,-1.342000600471968,-0.5171428571428571,7,0.4628932584650778,-0.0216177628884259,0.22063774778832593,1.8919270221726128,-3.6423295936011773,-0.8752012857142824,"42,43,44,45,46,47,48",0.06257796982740013,-0.27124939801342074,-0.10433571409301032,0.012094824450423793,-0.10372506220485095,-0.04581511887721358,0.29586611243223787,-0.1506799132322268,0.07259309960000555,0.005207310905838026,-0.0010885116508727185,0.002059399627482654
