group,metric,early,late,raw_delta_late_minus_early,improvement_positive_is_better,last_available_seed_count
BDQN ego_legacy,validation_completed,0.2508333333333333,2.706666666666667,2.4558333333333335,2.4558333333333335,4
DDQN ego_legacy,validation_completed,0.9616666666666666,2.6174999999999997,1.6558333333333333,1.6558333333333333,4
BDQN ego_legacy,validation_completed_value,0.33,3.3775,3.0475,3.0475,4
DDQN ego_legacy,validation_completed_value,1.2166666666666666,3.311666666666666,2.0949999999999998,2.0949999999999998,4
BDQN ego_legacy,validation_coverage,0.5188895831691722,0.6847166664463779,0.16582708327720563,0.16582708327720563,4
DDQN ego_legacy,validation_coverage,0.5719770829721044,0.6567041679595907,0.08472708498748638,0.08472708498748638,4
BDQN ego_legacy,validation_reward,4.9830583333333385,25.27716083333334,20.2941025,20.2941025,4
DDQN ego_legacy,validation_reward,9.496574166666663,24.33985916666667,14.843285000000007,14.843285000000007,4
BDQN ego_legacy,validation_first_completion,68.52111782897823,30.57780012300401,-37.94331770597422,37.94331770597422,4
DDQN ego_legacy,validation_first_completion,59.365305922125934,29.5764768605297,-29.788829061596235,29.788829061596235,4
BDQN ego_legacy,validation_first_detection,19.144976054847504,23.385988176836392,4.241012121988888,-4.241012121988888,4
DDQN ego_legacy,validation_first_detection,24.89370190671599,21.418984676344763,-3.474717230371226,3.474717230371226,4
BDQN ego_legacy,validation_tracking_progress,0.0051353901457751325,0.05947370710168689,0.05433831695591176,0.05433831695591176,4
DDQN ego_legacy,validation_tracking_progress,0.019675347657199874,0.05703188372111462,0.037356536063914744,0.037356536063914744,4
BDQN ego_legacy,validation_stay,0.0,0.0,0.0,0.0,4
DDQN ego_legacy,validation_stay,0.0,0.0,0.0,0.0,4
BDQN ego_legacy,loss,0.021671637912125636,0.46584536011020344,0.4441737221980778,-0.4441737221980778,4
DDQN ego_legacy,loss,0.06000485218828544,0.5714591021339098,0.5114542499456244,-0.5114542499456244,4
BDQN ego_legacy,q_mean,1.1113746004800003,7.883853634198506,6.772479033718506,6.772479033718506,4
DDQN ego_legacy,q_mean,1.0719195927182834,4.722304503122966,3.650384910404682,3.650384910404682,4
DDQN ego_legacy,target_mean,1.12362390011549,5.070343931516011,3.9467200314005213,3.9467200314005213,4
DDQN ego_legacy,epsilon,0.3273525,0.050000000000000044,-0.27735249999999995,-0.27735249999999995,4
