Using device: cuda
torch threads: 1
train_every: 4, learning_starts: 1000
reward_version: v3_frontier_400
reward_config:
  reward_version: v3_frontier_400
  step_penalty: -0.005
  new_cell_bonus: 0.002
  revisit_penalty: 0.0
  new_observed_cell_bonus: 0.015
  new_observed_cell_bonus_cap: 0.15
  boundary_penalty: -0.2
  idle_stay_penalty: -0.03
  detect_value1_bonus: 0.6
  detect_value2_bonus: 1.5
  track_progress_value1_bonus: 0.2
  track_progress_value2_bonus: 0.6
  complete_value1_bonus: 4.0
  complete_value2_bonus: 12.0
  all_targets_bonus: 5.0

[Best] episode=50 score=-21.326 metrics={'eval_reward': -22.72599999999978, 'eval_detected': 1.0, 'eval_completed': 0.2, 'eval_detected_value': 1.0, 'eval_completed_value': 0.2, 'eval_sensor_coverage': 0.16700000017881395, 'stay_ratio': 0.67425, 'boundary_hit_ratio': 0.18975, 'revisit_ratio': 0.9975, 'sensor_revisit_ratio': 0.967, 'new_observed_cells_per_step': 0.1645, 'tracking_progress_ratio': 0.00225}
[Eval 250] {'eval_reward': -6.3704999999999625, 'eval_detected': 1.2, 'eval_completed': 0.3, 'eval_detected_value': 1.7, 'eval_completed_value': 0.5, 'eval_sensor_coverage': 0.28600000590085983, 'stay_ratio': 0.1915, 'boundary_hit_ratio': 0.1025, 'revisit_ratio': 0.9975, 'sensor_revisit_ratio': 0.934, 'new_observed_cells_per_step': 0.2835, 'tracking_progress_ratio': 0.003}

[Eval 300] {'eval_reward': -58.02349999999959, 'eval_detected': 1.1, 'eval_completed': 0.2, 'eval_detected_value': 1.4, 'eval_completed_value': 0.2, 'eval_sensor_coverage': 0.24974999949336052, 'stay_ratio': 0.06125, 'boundary_hit_ratio': 0.7345, 'revisit_ratio': 0.9975, 'sensor_revisit_ratio': 0.93575, 'new_observed_cells_per_step': 0.24725, 'tracking_progress_ratio': 0.003}

[Eval 350] {'eval_reward': -5.710700000000019, 'eval_detected': 0.6, 'eval_completed': 0.3, 'eval_detected_value': 0.7, 'eval_completed_value': 0.3, 'eval_sensor_coverage': 0.2092500001192093, 'stay_ratio': 0.56325, 'boundary_hit_ratio': 0.0, 'revisit_ratio': 0.99775, 'sensor_revisit_ratio': 0.9545, 'new_observed_cells_per_step': 0.20675, 'tracking_progress_ratio': 0.00225}

[Eval 400] {'eval_reward': -30.86549999999981, 'eval_detected': 0.6, 'eval_completed': 0.2, 'eval_detected_value': 0.7, 'eval_completed_value': 0.2, 'eval_sensor_coverage': 0.18949999809265136, 'stay_ratio': 0.30475, 'boundary_hit_ratio': 0.34625, 'revisit_ratio': 0.9975, 'sensor_revisit_ratio': 0.95525, 'new_observed_cells_per_step': 0.187, 'tracking_progress_ratio': 0.00175}

[Eval 450] {'eval_reward': -18.912999999999922, 'eval_detected': 1.1, 'eval_completed': 0.2, 'eval_detected_value': 1.3, 'eval_completed_value': 0.3, 'eval_sensor_coverage': 0.1967499990016222, 'stay_ratio': 0.44625, 'boundary_hit_ratio': 0.193, 'revisit_ratio': 0.9975, 'sensor_revisit_ratio': 0.9545, 'new_observed_cells_per_step': 0.19425, 'tracking_progress_ratio': 0.00225}

[Eval 500] {'eval_reward': -2.2124999999999595, 'eval_detected': 1.1, 'eval_completed': 0.3, 'eval_detected_value': 1.4, 'eval_completed_value': 0.4, 'eval_sensor_coverage': 0.2672499991953373, 'stay_ratio': 0.06575, 'boundary_hit_ratio': 0.05375, 'revisit_ratio': 0.9975, 'sensor_revisit_ratio': 0.9355, 'new_observed_cells_per_step': 0.26475, 'tracking_progress_ratio': 0.00325}

[Eval 550] {'eval_reward': -21.286099999999934, 'eval_detected': 0.6, 'eval_completed': 0.1, 'eval_detected_value': 0.7, 'eval_completed_value': 0.2, 'eval_sensor_coverage': 0.0819999996572733, 'stay_ratio': 0.68975, 'boundary_hit_ratio': 0.167, 'revisit_ratio': 0.9995, 'sensor_revisit_ratio': 0.9845, 'new_observed_cells_per_step': 0.0795, 'tracking_progress_ratio': 0.0015}

[Eval 600] {'eval_reward': -21.26519999999992, 'eval_detected': 1.2, 'eval_completed': 0.3, 'eval_detected_value': 1.4, 'eval_completed_value': 0.3, 'eval_sensor_coverage': 0.20025000125169753, 'stay_ratio': 0.52975, 'boundary_hit_ratio': 0.20625, 'revisit_ratio': 0.99775, 'sensor_revisit_ratio': 0.954, 'new_observed_cells_per_step': 0.19775, 'tracking_progress_ratio': 0.0035}

[Eval 650] {'eval_reward': -10.362699999999958, 'eval_detected': 1.0, 'eval_completed': 0.3, 'eval_detected_value': 1.2, 'eval_completed_value': 0.4, 'eval_sensor_coverage': 0.18949999809265136, 'stay_ratio': 0.49775, 'boundary_hit_ratio': 0.0825, 'revisit_ratio': 0.99775, 'sensor_revisit_ratio': 0.952, 'new_observed_cells_per_step': 0.187, 'tracking_progress_ratio': 0.0025}

[Eval 700] {'eval_reward': -27.55319999999987, 'eval_detected': 1.0, 'eval_completed': 0.2, 'eval_detected_value': 1.3, 'eval_completed_value': 0.2, 'eval_sensor_coverage': 0.34174999594688416, 'stay_ratio': 0.3565, 'boundary_hit_ratio': 0.31575, 'revisit_ratio': 0.99775, 'sensor_revisit_ratio': 0.912, 'new_observed_cells_per_step': 0.33925, 'tracking_progress_ratio': 0.00275}

[Eval 750] {'eval_reward': -30.8704999999998, 'eval_detected': 1.1, 'eval_completed': 0.3, 'eval_detected_value': 1.4, 'eval_completed_value': 0.4, 'eval_sensor_coverage': 0.2537500001490116, 'stay_ratio': 0.36075, 'boundary_hit_ratio': 0.367, 'revisit_ratio': 0.9975, 'sensor_revisit_ratio': 0.9345, 'new_observed_cells_per_step': 0.25125, 'tracking_progress_ratio': 0.003}
